Quantify Compound Summary Report 

Printed Wed Oct 16 10:34:44 2024

Compound 1:  IS_LPC_17:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
39	39	EC72_Lipidomics_000133	0.000	9.57	162.722		162.722	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.57	170.309		170.309	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.56	151.959		151.959	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.58	113.525		113.525	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.62	122.236		122.236	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.56	120.805		120.805	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.56	158.078		158.078	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.58	117.754		117.754	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.57	162.512		162.512	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.58	168.472		168.472	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.57	84.952		84.952	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.57	105.717		105.717	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.57	132.752		132.752	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.58	12.906		12.906	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.61	9.116		9.116	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.59	21.790		21.790	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.57	144.791		144.791	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.56	150.129		150.129	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.57	124.006		124.006	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.58	60.548		60.548	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.56	75.818		75.818	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.58	117.501		117.501	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.56	113.298		113.298	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.56	101.501		101.501	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.57	103.965		103.965	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.59	1.922		1.922	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000						Solvent
12	12	EC72_Lipidomics_000106	0.000	9.52	0.918		0.918	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.58	2.029		2.029	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000						Solvent
30	30	EC72_Lipidomics_000124	0.000						Solvent
32	32	EC72_Lipidomics_000126	0.000	9.66	0.697		0.697	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.55	0.747		0.747	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.58	2.647		2.647	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.62	1.779		1.779	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.59	1.679		1.679	bb	Solvent

Compound 114:  TG 56:5 NH4

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.45	59.690		59.690	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.41	31.632		31.632	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.50	8.872		8.872	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.45	20.088		20.088	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.39	24.605		24.605	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.42	58.185		58.185	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.45	41.722		41.722	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.45	20.531		20.531	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.45	56.179		56.179	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.42	56.655		56.655	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.40	51.067		51.067	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.45	33.901		33.901	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.48	32.358		32.358	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.46	55.956		55.956	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.46	39.198		39.198	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.45	68.433		68.433	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.45	57.276		57.276	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.45	51.101		51.101	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.45	91.458		91.458	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.40	26.866		26.866	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.45	28.159		28.159	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.41	76.954		76.954	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.45	24.693		24.693	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.46	23.244		23.244	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.41	98.912		98.912	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.45	66.753		66.753	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.46	27.500		27.500	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.45	6.015		6.015	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.50	6.557		6.557	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.48	6.411		6.411	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.47	57.255		57.255	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.45	142.429		142.429	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.45	109.514		109.514	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.45	31.750		31.750	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.40	31.962		31.962	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.46	19.567		19.567	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.44	33.862		33.862	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.45	28.699		28.699	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.42	38.562		38.562	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.31	6.406		6.406	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.29	6.694		6.694	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.29	6.452		6.452	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.29	12.351		12.351	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.29	4.069		4.069	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.28	8.269		8.269	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.27	8.263		8.263	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.33	7.582		7.582	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.29	10.982		10.982	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.33	10.067		10.067	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.30	11.782		11.782	bb	Solvent

Compound 115:  TG 56:6 NH4_notgood

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.22	18.926		18.926	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.23	9.041		9.041	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.34	5.684		5.684	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.24	20.030		20.030	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.23	8.590		8.590	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.24	12.227		12.227	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.27	13.854		13.854	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.25	18.222		18.222	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.24	28.010		28.010	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.24	13.638		13.638	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.34	5.658		5.658	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.24	19.535		19.535	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.33	70.240		70.240	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.25	17.279		17.279	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.23	22.182		22.182	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.33	16.602		16.602	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.33	30.052		30.052	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.25	29.819		29.819	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.27	31.245		31.245	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.24	28.203		28.203	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.33	12.819		12.819	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.26	10.591		10.591	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.24	19.157		19.157	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.32	7.909		7.909	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.31	20.187		20.187	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.34	9.660		9.660	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.33	10.706		10.706	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.34	6.636		6.636	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.35	8.343		8.343	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.33	18.820		18.820	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.33	20.867		20.867	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.33	27.193		27.193	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.24	27.370		27.370	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.34	11.326		11.326	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.34	5.299		5.299	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	9.25	20.232		20.232	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	9.30	20.993		20.993	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.23	17.264		17.264	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.31	7.383		7.383	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.18	2.438		2.438	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.40	0.842		0.842	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.28	1.046		1.046	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.33	0.758		0.758	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.25	3.035		3.035	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.33	1.361		1.361	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	9.32	1.715		1.715	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	9.24	3.302		3.302	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.46	1.920		1.920	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.52	2.150		2.150	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.72	1.103		1.103	bb	Solvent

Compound 116:  TG 56:7 NH4_notgood

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	9.69	2.877		2.877	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	9.67	6.432		6.432	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	9.65	1.249		1.249	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	9.69	8.058		8.058	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	9.68	9.574		9.574	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	9.68	4.051		4.051	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	9.69	6.454		6.454	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	9.67	7.996		7.996	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	9.67	6.178		6.178	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	9.71	4.120		4.120	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	9.69	6.130		6.130	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	9.67	13.994		13.994	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	9.67	36.344		36.344	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	9.73	2.349		2.349	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	9.68	9.467		9.467	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	9.68	11.099		11.099	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	9.71	9.079		9.079	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	9.71	2.081		2.081	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	9.75	5.335		5.335	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	9.71	1.340		1.340	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	9.68	5.997		5.997	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	9.75	1.894		1.894	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	9.72	3.123		3.123	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	9.74	1.513		1.513	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	9.67	7.059		7.059	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	9.73	0.481		0.481	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	9.76	1.628		1.628	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	9.59	1.698		1.698	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	9.64	0.440		0.440	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	9.66	0.930		0.930	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	9.73	1.159		1.159	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	9.71	5.169		5.169	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	9.69	11.427		11.427	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	9.70	3.659		3.659	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	9.68	3.402		3.402	bb	Pool
21	21	EC72_Lipidomics_000115	0.000						Pool
31	31	EC72_Lipidomics_000125	0.000	9.69	7.089		7.089	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	9.67	2.199		2.199	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	9.70	2.001		2.001	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	9.61	1.627		1.627	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	9.67	0.181		0.181	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	9.66	0.879		0.879	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	9.61	0.924		0.924	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	9.82	1.117		1.117	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	9.61	1.346		1.346	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000						Solvent
40	40	EC72_Lipidomics_000134	0.000	9.73	0.392		0.392	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	9.50	0.530		0.530	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	9.65	0.947		0.947	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	9.64	0.875		0.875	bb	Solvent

Compound 117:  Cer 18:1;O2/16:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	6.72	31.822		31.822	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	6.71	17.616		17.616	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000	6.72	20.714		20.714	bb	POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	6.72	33.516		33.516	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	6.68	20.460		20.460	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	6.70	23.554		23.554	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	6.72	18.128		18.128	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	6.73	11.158		11.158	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	6.71	31.297		31.297	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	6.72	22.281		22.281	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	6.71	27.442		27.442	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	6.71	187.097		187.097	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	6.71	27.049		27.049	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	6.71	41.873		41.873	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	6.71	36.367		36.367	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	6.72	14.685		14.685	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	6.71	41.330		41.330	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	6.71	19.061		19.061	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	6.71	61.503		61.503	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	6.71	48.361		48.361	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	6.70	39.456		39.456	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	6.72	61.696		61.696	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	6.72	67.114		67.114	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	6.72	47.220		47.220	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	6.72	41.403		41.403	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	6.72	40.361		40.361	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	6.71	60.395		60.395	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	6.72	42.954		42.954	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000	6.72	52.107		52.107	bb	POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000	6.70	41.901		41.901	bb	POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	6.72	81.607		81.607	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	6.70	83.667		83.667	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	6.71	99.209		99.209	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	6.73	173.658		173.658	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	6.71	53.961		53.961	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	6.72	57.829		57.829	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	6.71	50.343		50.343	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	6.71	50.214		50.214	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	6.71	73.069		73.069	bb	Pool
2	2	EC72_Lipidomics_000096	0.000	6.84	0.868		0.868	bb	Solvent
10	10	EC72_Lipidomics_000104	0.000	6.73	0.839		0.839	bb	Solvent
12	12	EC72_Lipidomics_000106	0.000	6.84	0.716		0.716	bb	Solvent
20	20	EC72_Lipidomics_000114	0.000	6.71	0.861		0.861	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	6.68	1.337		1.337	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000	6.87	0.089		0.089	bb	Solvent
32	32	EC72_Lipidomics_000126	0.000	6.73	0.592		0.592	bb	Solvent
40	40	EC72_Lipidomics_000134	0.000	6.73	1.902		1.902	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000	6.87	1.152		1.152	bb	Solvent
48	48	EC72_Lipidomics_000142	0.000	6.72	1.014		1.014	bb	Solvent
50	50	EC72_Lipidomics_000144	0.000	6.96	0.799		0.799	bb	Solvent

Compound 118:  Cer d18:1/17:0

	#	Name	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Sample Text
36	36	EC72_Lipidomics_000130	0.000	8.40	50.193		50.193	bb	POS_072-126_0 然_0
43	43	EC72_Lipidomics_000137	0.000	8.40	20.424		20.424	bb	POS_072-127_0 然_0
18	18	EC72_Lipidomics_000112	0.000						POS_072-128_0 然_0
19	19	EC72_Lipidomics_000113	0.000	8.41	54.644		54.644	bb	POS_072-129_0然_4
15	15	EC72_Lipidomics_000109	0.000	8.39	36.919		36.919	bb	POS_072-130_0然_4
16	16	EC72_Lipidomics_000110	0.000	8.41	38.906		38.906	bb	POS_072-131_0然_4
26	26	EC72_Lipidomics_000120	0.000	8.41	35.744		35.744	bb	POS_072-132_5 然 epi_4
25	25	EC72_Lipidomics_000119	0.000	8.40	36.243		36.243	bb	POS_072-133_5 然 epi_4
28	28	EC72_Lipidomics_000122	0.000	8.40	35.857		35.857	bb	POS_072-134_5 然 epi_4
47	47	EC72_Lipidomics_000141	0.000	8.42	78.206		78.206	bb	POS_072-135_5 然 nor_4
14	14	EC72_Lipidomics_000108	0.000	8.40	32.434		32.434	bb	POS_072-136_5 然 nor_4
34	34	EC72_Lipidomics_000128	0.000	8.39	23.915		23.915	bb	POS_072-137_5 然 nor_4
6	6	EC72_Lipidomics_000100	0.000	8.40	141.739		141.739	bb	POS_072-138_5 然 epi:nor_4
29	29	EC72_Lipidomics_000123	0.000	8.41	47.851		47.851	bb	POS_072-139_5 然 epi:nor_4
39	39	EC72_Lipidomics_000133	0.000	8.42	49.306		49.306	bb	POS_072-140_5 然 epi:nor_4
46	46	EC72_Lipidomics_000140	0.000	8.41	80.505		80.505	bb	POS_072-141_TNFa_4
27	27	EC72_Lipidomics_000121	0.000	8.43	13.788		13.788	bb	POS_072-142_TNFa_4
38	38	EC72_Lipidomics_000132	0.000	8.41	47.530		47.530	bb	POS_072-143_TNFa_4
17	17	EC72_Lipidomics_000111	0.000	8.40	60.150		60.150	bb	POS_072-144_0然_24
35	35	EC72_Lipidomics_000129	0.000	8.41	48.126		48.126	bb	POS_072-145_0然_24
7	7	EC72_Lipidomics_000101	0.000	8.39	37.315		37.315	bb	POS_072-146_0然_24
44	44	EC72_Lipidomics_000138	0.000	8.41	41.566		41.566	bb	POS_072-147_5 然 epi_24
23	23	EC72_Lipidomics_000117	0.000	8.41	26.090		26.090	bb	POS_072-148_5 然 epi_24
45	45	EC72_Lipidomics_000139	0.000	8.41	33.059		33.059	bb	POS_072-149_5 然 epi_24
5	5	EC72_Lipidomics_000099	0.000	8.41	20.853		20.853	bb	POS_072-150_5 然 nor_24
9	9	EC72_Lipidomics_000103	0.000	8.44	41.349		41.349	bb	POS_072-151_5 然 nor_24
33	33	EC72_Lipidomics_000127	0.000	8.40	49.035		49.035	bb	POS_072-152_5 然 nor_24
3	3	EC72_Lipidomics_000097	0.000	8.55	0.523		0.523	bb	POS_072-153_5 然 epi:nor_24
24	24	EC72_Lipidomics_000118	0.000						POS_072-154_5 然 epi:nor_24
8	8	EC72_Lipidomics_000102	0.000						POS_072-155_5 然 epi:nor_24
4	4	EC72_Lipidomics_000098	0.000	8.42	39.429		39.429	bb	POS_072-156_TNFa_24
13	13	EC72_Lipidomics_000107	0.000	8.39	32.565		32.565	bb	POS_072-157_TNFa_24
37	37	EC72_Lipidomics_000131	0.000	8.40	21.006		21.006	bb	POS_072-158_TNFa_24
1	1	EC72_Lipidomics_000095	0.000	8.45	10.683		10.683	bb	Pool
11	11	EC72_Lipidomics_000105	0.000	8.40	22.479		22.479	bb	Pool
21	21	EC72_Lipidomics_000115	0.000	8.43	17.781		17.781	bb	Pool
31	31	EC72_Lipidomics_000125	0.000	8.41	42.760		42.760	bb	Pool
41	41	EC72_Lipidomics_000135	0.000	8.39	26.653		26.653	bb	Pool
49	49	EC72_Lipidomics_000143	0.000	8.40	44.864		44.864	bb	Pool
2	2	EC72_Lipidomics_000096	0.000						Solvent
10	10	EC72_Lipidomics_000104	0.000						Solvent
12	12	EC72_Lipidomics_000106	0.000						Solvent
20	20	EC72_Lipidomics_000114	0.000	8.45	1.015		1.015	bb	Solvent
22	22	EC72_Lipidomics_000116	0.000	8.56	0.526		0.526	bb	Solvent
30	30	EC72_Lipidomics_000124	0.000						Solvent
32	32	EC72_Lipidomics_000126	0.000						Solvent
40	40	EC72_Lipidomics_000134	0.000	8.51	0.314		0.314	bb	Solvent
42	42	EC72_Lipidomics_000136	0.000						Solvent
