From	To
Q14746	ENSG00000135775.14
Q93052	ENSG00000145012.15
P0C0L5	ENSG00000228454.7
P0C0L5	ENSG00000228267.8
P0C0L5	ENSG00000224389.9
P0C0L5	ENSG00000233312.9
P0C0L5	ENSG00000236625.8
Q86V21	ENSG00000081760.17
R4GMU8	ENSG00000134248.14
A0A2R8Y7Y4	ENSG00000065413.20
M0QZQ3	ENSG00000160460.17
Q14914	ENSG00000106853.20
Q15369	ENSG00000154582.18
Q9C0H6	ENSG00000102271.14
P57088	ENSG00000109133.14
Q5T5C7	ENSG00000031698.13
A0A096LPC5	ENSG00000172661.20
A0A3B3ISV3	ENSG00000187498.17
F8W201	ENSG00000139644.13
Q9HAT2	ENSG00000110013.13
Q96LD4	ENSG00000132481.7
Q5RI15	ENSG00000203667.10
K7ER15	ENSG00000167220.12
Q93062	ENSG00000157110.16
P61158	ENSG00000115091.12
P51665	ENSG00000103035.11
D6R9S8	ENSG00000080822.17
Q9NUL5	ENSG00000130813.18
Q9HB07	ENSG00000139637.14
Q9HB07	ENSG00000291835.1
E9PES4	ENSG00000131437.16
P62750	ENSG00000198242.14
Q9BVK6	ENSG00000184840.12
Q6UWP7	ENSG00000172954.14
Q16762	ENSG00000128311.14
Q9H2K0	ENSG00000122033.15
Q6ZXV5	ENSG00000139324.12
A0A494C1A0	ENSG00000077522.15
O95671	ENSG00000169093.16
O95671	ENSG00000292339.1
G3XAG1	ENSG00000243943.10
P20962	ENSG00000159335.19
Q6NZI2	ENSG00000177469.13
A0A2R8Y7P6	ENSG00000204842.18
A0A1W2PPS0	ENSG00000124155.19
P24539	ENSG00000116459.11
M0QY97	ENSG00000130749.10
Q13838	ENSG00000215425.11
Q13838	ENSG00000198563.14
Q13838	ENSG00000225073.10
Q13838	ENSG00000225859.10
Q13838	ENSG00000229496.10
Q13838	ENSG00000235439.10
Q13838	ENSG00000230624.10
Q9Y3I1	ENSG00000100225.18
Q9Y2U8	ENSG00000174106.3
J3QRZ6	ENSG00000125457.15
A0A1W2PPC3	ENSG00000124155.19
Q9Y3E1	ENSG00000166503.10
A0A7P0T9A7	ENSG00000239900.14
A0A0G2JM70	ENSG00000280663.4
B5MCP4	ENSG00000213626.13
A0A0G2JS52	ENSG00000275018.6
Q8NBM4	ENSG00000134882.16
Q96CG3	ENSG00000145365.12
Q03135	ENSG00000105974.13
A0A7I2V351	ENSG00000182481.10
Q9UJX5	ENSG00000053900.11
O75554	ENSG00000120688.9
M0R2G3	ENSG00000105700.11
A0A0A0MTP2	ENSG00000110841.14
Q9HB63	ENSG00000074527.13
E9PRF7	ENSG00000137502.10
Q5BJF2	ENSG00000109084.14
A0A7I2V3E0	ENSG00000183735.11
P61081	ENSG00000130725.8
E9PCW1	ENSG00000108587.16
P17252	ENSG00000154229.12
P16219	ENSG00000122971.9
A0A087X0N2	ENSG00000213625.9
Q9P2Q2	ENSG00000151474.23
Q8NCW5	ENSG00000163382.13
Q96EP0	ENSG00000092098.18
Q96EP0	ENSG00000285152.2
H0Y4R5	ENSG00000188807.13
P24752	ENSG00000075239.14
Q8WVY7	ENSG00000164332.8
Q8N1F8	ENSG00000144589.22
A0A024QZW4	ENSG00000124786.13
Q9UPQ9	ENSG00000100354.22
O00567	ENSG00000101361.17
Q5VST9	ENSG00000154358.23
P24723	ENSG00000027075.17
Q9P2X0	ENSG00000179085.8
A0A0D9SGJ6	ENSG00000159082.18
Q9NP61	ENSG00000242247.11
Q15366	ENSG00000197111.16
Q9Y4E8	ENSG00000135655.16
P00338	ENSG00000134333.15
P00338	ENSG00000288299.1
Q6PJW8	ENSG00000162852.14
O75828	ENSG00000159231.6
Q8WX93	ENSG00000129116.20
P25942	ENSG00000101017.15
Q8ND71	ENSG00000171115.4
P62888	ENSG00000156482.11
Q13427	ENSG00000138398.17
D6R9B6	ENSG00000145425.10
D6R9B6	ENSG00000292158.1
P56937	ENSG00000132196.16
Q8NBX0	ENSG00000143653.10
A0A494C0X0	ENSG00000105254.12
P55899	ENSG00000104870.13
O75923	ENSG00000135636.16
E9PP21	ENSG00000159176.14
Q99627	ENSG00000198612.11
Q9C005	ENSG00000162961.14
P49755	ENSG00000170348.9
P50990	ENSG00000156261.13
P50990	ENSG00000291533.1
O95425	ENSG00000197321.16
Q92835	ENSG00000168918.14
Q92835	ENSG00000281614.3
P86791	ENSG00000122674.12
Q00765	ENSG00000129625.13
H0YGX7	ENSG00000111348.9
Q9NU53	ENSG00000055211.14
K7EK33	ENSG00000071626.17
P08651	ENSG00000141905.19
E9PER6	ENSG00000140992.19
P98172	ENSG00000090776.6
Q9Y5N5	ENSG00000156239.12
Q96AB3	ENSG00000063241.8
P46976	ENSG00000163754.18
A0A7P0T9D7	ENSG00000139618
P0DP24	ENSG00000143933.20
A0A7I2V2P6	ENSG00000119912.18
E9PRQ7	ENSG00000162191.14
Q99717	ENSG00000113658.18
G5E9W7	ENSG00000175110.14
E7EPT4	ENSG00000178127.13
K7EK01	ENSG00000062716.13
Q8WUB8	ENSG00000130024.15
P21810	ENSG00000182492.16
Q9ULX6	ENSG00000011243.19
E9PS06	ENSG00000137502.10
Q9UNM6	ENSG00000185627.19
O60684	ENSG00000025800.14
P0CG34	ENSG00000158164.7
Q9NP72	ENSG00000099246.18
D6RBR1	ENSG00000153113.24
O75394	ENSG00000243147.8
O00501	ENSG00000184113.10
A0A0A0MRJ1	ENSG00000143776
P09601	ENSG00000100292.18
A0A0C4DH22	ENSG00000088367.23
P08758	ENSG00000164111.15
Q9H8S9	ENSG00000114978.18
H0YG16	ENSG00000126214.22
Q6P9B6	ENSG00000140950.16
Q14643	ENSG00000150995.21
Q7Z6Z7	ENSG00000086758.17
Q9NUJ1	ENSG00000144827.9
P06733	ENSG00000074800.16
P50213	ENSG00000166411.14
Q9Y241	ENSG00000181061.14
Q5T0R9	ENSG00000131236.18
A6NMH6	ENSG00000164402.14
W5RWE6	ENSG00000168297.16
P35269	ENSG00000125651.14
Q14657	ENSG00000196976.8
Q9BUJ2	ENSG00000105323.18
Q8N3D4	ENSG00000173442.13
A0A804HL12	ENSG00000005810.20
P62851	ENSG00000118181.11
P62851	ENSG00000280831.3
A0A2R8Y595	ENSG00000102974.16
O43674	ENSG00000136521.13
A0A3B3IRS7	ENSG00000168216.13
E9PGF5	ENSG00000079308.21
A0A6Q8PHP5	ENSG00000112367.12
Q12873	ENSG00000170004.19
A0A7I2V2Y9	ENSG00000107897.20
P09525	ENSG00000196975.16
H3BM74	ENSG00000013374
O43598	ENSG00000112667.13
P78357	ENSG00000108797.12
A0A3B3IUD7	ENSG00000148843.15
O95347	ENSG00000136824.19
Q12931	ENSG00000126602.11
A0A0U1RRM1	ENSG00000143614.11
Q09028	ENSG00000162521.19
Q9H2P9	ENSG00000117543.22
Q04837	ENSG00000106028.11
Q04837	ENSG00000262771.5
Q04760	ENSG00000124767.7
Q86TS9	ENSG00000172590.18
Q93079	ENSG00000275713.3
A0A590UJ60	ENSG00000103723.17
Q9Y653	ENSG00000205336.14
Q2KHT3	ENSG00000038532.17
Q9Y4D7	ENSG00000004399.13
Q14839	ENSG00000111642.16
A6NFX8	ENSG00000165609.14
Q9UJ72	ENSG00000109511.12
P16104	ENSG00000188486.4
Q5QP56	ENSG00000171552
Q9HCE5	ENSG00000145388.15
A0A6Q8PFA6	ENSG00000068796.19
J3KRX2	ENSG00000133195.12
Q9NP77	ENSG00000160075.12
P0CG35	ENSG00000158427.15
A0A7P0TB26	ENSG00000185624.16
P10109	ENSG00000137714.3
Q8IV48	ENSG00000104626.15
Q5VUB5	ENSG00000148468.17
P62310	ENSG00000170860.4
A0A087WX83	ENSG00000178104.22
Q96A65	ENSG00000131558.15
Q13371	ENSG00000136940.14
Q8WXD9	ENSG00000167971.16
Q9UKN8	ENSG00000125484.12
O94813	ENSG00000145147.20
P40692	ENSG00000076242.18
Q8NCC3	ENSG00000103066.13
H3BV68	ENSG00000103544.17
A0A7P0TAU8	ENSG00000111331.14
Q13643	ENSG00000183386.10
F8VX04	ENSG00000111371.16
A0A7P0TA65	ENSG00000100749.9
Q99973	ENSG00000129566.13
Q99973	ENSG00000291791.1
Q96I24	ENSG00000107164.17
Q15370	ENSG00000103363.16
P50750	ENSG00000136807.14
Q86YV0	ENSG00000105122.13
Q96BR5	ENSG00000162377.6
Q99470	ENSG00000132581.10
P0DMN0	ENSG00000213648.11
P48960	ENSG00000123146.20
Q8WTS6	ENSG00000145391.14
H3BTB7	ENSG00000103356.18
Q71DI3	ENSG00000183598.4
Q71DI3	ENSG00000203811.2
Q71DI3	ENSG00000203852.4
A0A7P0TBG0	ENSG00000089127.15
Q9Y263	ENSG00000137055.15
Q96AY3	ENSG00000141756.20
B7Z2R7	ENSG00000107897.20
Q96MT8	ENSG00000182923.20
A0A2R8YE77	ENSG00000147044.23
O43776	ENSG00000134440.12
Q8WW59	ENSG00000176422.14
Q15286	ENSG00000111737.12
A0A2R8Y2A8	ENSG00000103723.17
Q9Y6K9	ENSG00000269335.7
A0A7I2V2B0	ENSG00000198689.13
Q5VW38	ENSG00000148358.21
E7EX59	ENSG00000114054.14
Q00013	ENSG00000130830.15
H0YDN1	ENSG00000178209.17
P38570	ENSG00000083457.12
A0A7I2YQD7	ENSG00000107897.20
Q13885	ENSG00000137267.7
Q9Y3C1	ENSG00000048162.22
P63220	ENSG00000171858.18
Q9C0B5	ENSG00000156599.11
H0YMT9	ENSG00000182718.18
A0A2R8Y7V2	ENSG00000172113.10
Q9Y4C8	ENSG00000122965.11
Q9Y2L5	ENSG00000153339.15
H0YAA3	ENSG00000164253.14
A0A0C4DGH0	ENSG00000103855.18
A0A7I2V4C8	ENSG00000168610.17
K7ELL7	ENSG00000130175.10
Q9UBQ0	ENSG00000111237.19
P23921	ENSG00000167325.15
P43251	ENSG00000169814.18
Q9NX62	ENSG00000104331.9
P78318	ENSG00000089289.16
A0A286YFA9	ENSG00000073910.23
Q5VV42	ENSG00000145996.11
Q96EB1	ENSG00000109911.19
Q03426	ENSG00000110921.14
E7ETU5	ENSG00000153250.21
O15533	ENSG00000112493.12
O15533	ENSG00000206208.11
O15533	ENSG00000206281.11
O15533	ENSG00000236490.9
O15533	ENSG00000231925.14
P56192	ENSG00000166986.15
O94875	ENSG00000154556.20
Q9UBX3	ENSG00000183048.12
P51153	ENSG00000143545.10
P62380	ENSG00000028839.10
Q8IXQ4	ENSG00000133114.18
A0A804CHP1	ENSG00000109790.18
Q92851	ENSG00000003400.16
A3KN83	ENSG00000139697.14
A0A7I2V4G7	ENSG00000075413.19
Q9UJV9	ENSG00000183258.12
P13073	ENSG00000131143.10
Q86YP4	ENSG00000167491.18
Q9NQC8	ENSG00000118096.10
Q5T3I0	ENSG00000292251.1
Q9Y3U8	ENSG00000130255.13
Q08426	ENSG00000113790.11
J3KTA1	ENSG00000108306.13
Q9BXJ9	ENSG00000164134.14
Q99417	ENSG00000214114.9
Q8WVC2	ENSG00000171858.18
Q9C0C9	ENSG00000175931.13
Q8TE77	ENSG00000172830.13
F8W930	ENSG00000073792.16
O94776	ENSG00000149480.7
P19838	ENSG00000109320.14
P22626	ENSG00000122566.22
Q00577	ENSG00000185129.8
Q7L7X3	ENSG00000160551.12
Q7RTV0	ENSG00000100410.8
Q8NE71	ENSG00000204574.14
Q8NE71	ENSG00000206490.11
Q8NE71	ENSG00000236342.8
Q8NE71	ENSG00000232169.9
Q8NE71	ENSG00000225989.9
Q8NE71	ENSG00000231129.8
Q8NE71	ENSG00000236149.9
A0A0U1RRL7	ENSG00000126005.17
A0A6Q8PGB2	ENSG00000148356.15
P19105	ENSG00000101608.13
E5RIT6	ENSG00000037241.7
Q8TAF3	ENSG00000114742.14
Q9BTU6	ENSG00000155252.14
Q9H3T3	ENSG00000167680.17
P35610	ENSG00000057252.13
P30084	ENSG00000127884.5
A0A087WZA9	ENSG00000189077.11
A0A3B3ITU8	ENSG00000150995.21
A6NGJ0	ENSG00000165169.11
P78527	ENSG00000253729.9
Q9BW92	ENSG00000143374.18
Q12962	ENSG00000166337.11
P27816	ENSG00000047849.22
H0YLL6	ENSG00000028277.22
Q9BW91	ENSG00000170502.13
Q14533	ENSG00000205426.11
Q9BU76	ENSG00000143793.13
Q9NVI7	ENSG00000197785.14
Q709C8	ENSG00000129003.19
G3V5T9	ENSG00000123374.11
Q9NWS0	ENSG00000104872.12
H7C4K3	ENSG00000150093.20
Q9NVJ2	ENSG00000134108.14
Q9NT62	ENSG00000144848.11
Q96T37	ENSG00000162775.17
K7EM18	ENSG00000173812.11
Q6PJI9	ENSG00000103091.15
E9PDR0	ENSG00000114054.14
Q7Z6J2	ENSG00000161835.11
B4E1Z4	ENSG00000244255.5
Q9H9Q2	ENSG00000144524.18
O95747	ENSG00000172939.9
Q8WUF5	ENSG00000104881.16
H3BP20	ENSG00000213614.11
A0A6Q8PHP8	ENSG00000133812.18
A0A2R8Y4R7	ENSG00000100416.15
Q9Y478	ENSG00000111725.11
P32969	ENSG00000163682.17
D3YTG3	ENSG00000154175.19
H0YAV1	ENSG00000048392.13
Q9NTM9	ENSG00000119929.13
A0A3B3ISP1	ENSG00000064999.16
Q9BY32	ENSG00000125877.13
Q4J6C6	ENSG00000138078.16
Q9Y5S9	ENSG00000265241.8
Q9HD34	ENSG00000214113.11
Q14139	ENSG00000110344.10
A0A2R8YGD6	ENSG00000103197.20
P30086	ENSG00000089220.5
G3V3X5	ENSG00000119681.12
Q5T8U5	ENSG00000148248.14
Q5T8U5	ENSG00000280951.3
A0A0B4J2A4	ENSG00000167315.18
Q70UQ0	ENSG00000166130.15
H3BP13	ENSG00000167515.11
Q9NPJ3	ENSG00000112304.11
Q8IXJ6	ENSG00000068903.21
Q8IXJ6	ENSG00000283100.2
A0A1W2PNX8	ENSG00000140553.18
F8VPI1	ENSG00000139644.13
Q96PV6	ENSG00000167615.18
Q96PV6	ENSG00000274305.4
Q96PV6	ENSG00000276681.4
Q96PV6	ENSG00000276458.4
F5H8H2	ENSG00000110921.14
Q8WUY1	ENSG00000130193.8
P17174	ENSG00000120053.12
P35244	ENSG00000106399.11
P82675	ENSG00000144029.14
Q13151	ENSG00000177733.7
C9JJV1	ENSG00000184281.15
P17480	ENSG00000108312.16
Q13873	ENSG00000204217.16
Q8WXI7	ENSG00000181143.17
Q9Y3M8	ENSG00000133121.21
Q8IWE4	ENSG00000188215.10
P24468	ENSG00000185551.15
A0A2R8Y6I6	ENSG00000157540.22
Q7Z2W4	ENSG00000105939.14
Q5T5Y3	ENSG00000130559.19
P15121	ENSG00000085662.14
Q9H061	ENSG00000171202.7
Q9BZ23	ENSG00000125779.24
D6RFM0	ENSG00000131508.17
A0A2R8Y212	ENSG00000111642.16
E9PKF6	ENSG00000110075.15
P25786	ENSG00000129084.18
Q15650	ENSG00000103671.10
A0A669KB41	ENSG00000145335.17
Q5JRX3	ENSG00000107959.17
P29966	ENSG00000277443.3
O94921	ENSG00000058091.17
Q8N5M9	ENSG00000171135.15
F8VRJ6	ENSG00000196511.15
O00483	ENSG00000189043.10
H0Y789	ENSG00000102265.12
Q969Z3	ENSG00000117791.16
A0A2R8Y455	ENSG00000285382.1
B4DUC8	ENSG00000099810.21
A0A7P0T9U7	ENSG00000168066.22
H7C4X9	ENSG00000101040.20
H0YGH1	ENSG00000178921.14
Q7LGA3	ENSG00000153936.18
P16144	ENSG00000132470.14
U3KPX8	ENSG00000170634.13
A0A494C1K7	ENSG00000106617.16
O60879	ENSG00000147202.19
P29372	ENSG00000103152.12
Q69YN2	ENSG00000095485.18
Q9H0R3	ENSG00000186501.15
O43252	ENSG00000138801.9
A0A1W2PRS1	ENSG00000138760.11
Q5JVZ5	ENSG00000062598.18
H7C525	ENSG00000160124.9
Q13501	ENSG00000161011.20
Q13501	ENSG00000284099.3
A0A0A0MSI2	ENSG00000134686.21
F8VPW7	ENSG00000089127.15
Q14247	ENSG00000085733.16
Q14247	ENSG00000288401.1
A0A1B0GVD5	ENSG00000117984.15
P30085	ENSG00000162368.15
A0A669KB27	ENSG00000288558.3
A0A0A0MRX8	ENSG00000147862.18
P15090	ENSG00000170323.9
Q9H910	ENSG00000206053.13
Q15907	ENSG00000185236.12
P23919	ENSG00000168393.13
Q96BP3	ENSG00000113593.12
A0A7I2UQ36	ENSG00000233276.9
F2Z2E2	ENSG00000183856.11
F2Z2E2	ENSG00000291754.1
Q8IYB7	ENSG00000144535.20
O75533	ENSG00000115524.17
Q6ZS17	ENSG00000039523.20
O60716	ENSG00000198561.16
Q13796	ENSG00000146950.13
P61289	ENSG00000131467.12
Q9BRQ6	ENSG00000159685.11
A0A7I2V3A9	ENSG00000138160.7
Q7Z7E8	ENSG00000160714.10
H0Y8T9	ENSG00000080822.17
Q68CZ2	ENSG00000136205.18
J3KNN3	ENSG00000156873.16
H3BNC9	ENSG00000260836.2
Q9UPN7	ENSG00000105063.19
E9PLI6	ENSG00000175376.9
Q96TA2	ENSG00000136758.20
Q92772	ENSG00000138769.11
P54922	ENSG00000144843.12
P54578	ENSG00000101557.15
O14880	ENSG00000143198.13
O95081	ENSG00000106351.13
Q13310	ENSG00000090621.15
Q16774	ENSG00000143774.18
H7C1N3	ENSG00000105829.13
Q9Y5J9	ENSG00000150779.12
H7C2E7	ENSG00000196924.19
Q2TAA2	ENSG00000134330.19
Q86WX3	ENSG00000187051.9
P35241	ENSG00000137710.17
Q9UBV8	ENSG00000162517.13
Q96SU4	ENSG00000117859.19
O60244	ENSG00000180182.11
P02656	ENSG00000110245.12
Q5VWQ0	ENSG00000081019.14
Q9BXS4	ENSG00000116209.12
P04843	ENSG00000163902.12
A0A7P0T913	ENSG00000073060.17
Q14166	ENSG00000100304.13
A9UHW6	ENSG00000125457.15
Q8IUI8	ENSG00000176390.12
K7ES57	ENSG00000092931.12
P61018	ENSG00000167578.18
P56556	ENSG00000184983.11
P56556	ENSG00000272765.2
P56556	ENSG00000277365.3
P56556	ENSG00000281013.5
P56556	ENSG00000273397.4
A0A590UJS4	ENSG00000164190.19
Q9NYJ1	ENSG00000181924.7
Q9BX67	ENSG00000166086.13
P12109	ENSG00000142156.16
P07339	ENSG00000117984.15
Q13619	ENSG00000139842.15
Q96MX6	ENSG00000243667.7
H3BNT4	ENSG00000135698.10
P23458	ENSG00000162434.14
D3DX19	ENSG00000184113.10
U3KQB3	ENSG00000169118.18
Q9HCS7	ENSG00000076924.12
A0A0A0MRJ0	ENSG00000143776.20
A0A0G2JPP5	ENSG00000274287
P63010	ENSG00000006125.18
P18754	ENSG00000180198.17
E9PBC6	ENSG00000138162.19
O14672	ENSG00000137845.15
Q9H3S7	ENSG00000076201.16
Q9Y5J6	ENSG00000132286.12
Q15386	ENSG00000009335.19
P15880	ENSG00000140988.16
P15880	ENSG00000291931.1
Q9GZX9	ENSG00000128791.12
Q5HYI8	ENSG00000144840.10
Q9H078	ENSG00000162129.15
Q6NZY4	ENSG00000033030.16
A0A2R8Y851	ENSG00000213741.11
A0A3B3IPE9	ENSG00000104880.19
O95298	ENSG00000151366.13
A0A804HI95	ENSG00000077522.15
A0A590UJK3	ENSG00000163681.17
Q9Y3D6	ENSG00000214253.9
M0QZR4	ENSG00000076928.20
Q9ULF5	ENSG00000196950.14
P20839	ENSG00000106348.19
Q8IVL6	ENSG00000110811.20
H7C1U3	ENSG00000154222.15
Q9UMS4	ENSG00000110107.9
Q9P2J5	ENSG00000133706.20
P78504	ENSG00000101384.12
O95340	ENSG00000198682.13
O43809	ENSG00000167005.14
Q06136	ENSG00000119537.18
A0A494C1V1	ENSG00000160796.18
Q01538	ENSG00000196132.14
Q01538	ENSG00000276876.4
E5RJD8	ENSG00000171530.15
A8MVT4	ENSG00000214026.11
A8MVT4	ENSG00000288141.1
P21926	ENSG00000010278.15
A0A494C0R8	ENSG00000132361.18
Q9HD26	ENSG00000047932.14
Q9UIS9	ENSG00000141644.19
A0A804F6T5	ENSG00000067225.21
Q9H1K1	ENSG00000136003.16
P78344	ENSG00000110321.19
A0A3B3IRI2	ENSG00000171793.17
M0QYS1	ENSG00000142541.18
Q8NE86	ENSG00000156026.15
A0A7I2V3E8	ENSG00000103811.18
Q9NP74	ENSG00000099260.12
Q9NR31	ENSG00000079332.16
E9PKA7	ENSG00000173653.8
A0A2R8Y6Q6	ENSG00000136104.22
P26439	ENSG00000203859.10
Q2PPL5	ENSG00000100416.15
O95759	ENSG00000204634.13
Q8IYQ7	ENSG00000185875.13
A0A096LNZ9	ENSG00000187608.10
Q5VZ18	ENSG00000169291.10
P67812	ENSG00000140612.14
A0A7P0T9R3	ENSG00000213995.12
Q96SK2	ENSG00000146842.17
Q96MW1	ENSG00000180329.14
P49590	ENSG00000112855.17
Q6EEV4	ENSG00000255529.9
P84022	ENSG00000166949.18
A0A7P0TAQ9	ENSG00000077232.19
J3KRX5	ENSG00000265681.8
Q6QNY0	ENSG00000189114.8
Q99426	ENSG00000105254.12
P34897	ENSG00000182199.11
Q7L1T6	ENSG00000065615.14
Q96AB6	ENSG00000157045.9
Q96AB6	ENSG00000275779.4
P09848	ENSG00000115850.10
A0A1W2PPC6	ENSG00000172269.20
P03956	ENSG00000196611.6
A0A499FJI4	ENSG00000005810.20
Q99829	ENSG00000214078.13
Q02978	ENSG00000108528.14
Q9Y5T5	ENSG00000156256.15
Q9Y5T5	ENSG00000291527.1
Q9BTD8	ENSG00000126254.12
E7EVE9	ENSG00000104884.17
A0A7P0T9T1	ENSG00000100749.9
Q99643	ENSG00000143252.17
Q8N6R0	ENSG00000010165.20
P63172	ENSG00000146425.11
H3BRD5	ENSG00000066933.17
E7EVK2	ENSG00000148824.19
Q99081	ENSG00000140262.18
P40189	ENSG00000134352.21
P57772	ENSG00000132394.11
P57772	ENSG00000284869.2
Q86UU1	ENSG00000019144.20
P0C0S5	ENSG00000164032.12
Q92820	ENSG00000137563.13
P18583	ENSG00000159140.23
Q9Y4K4	ENSG00000012983.12
P47895	ENSG00000184254.17
F8WDN7	ENSG00000211456.14
M0QX74	ENSG00000105700.11
Q8WXF0	ENSG00000154548.9
C9JG97	ENSG00000127837.10
A0A087WZ62	ENSG00000258529.5
P62318	ENSG00000100028.12
P41240	ENSG00000103653.17
Q9H974	ENSG00000151576.10
D6RCR8	ENSG00000080822.17
A0A7P0RGV0	ENSG00000107862.7
Q8WYP5	ENSG00000153207.16
Q8IXI2	ENSG00000126858.19
A0A7I2V4G8	ENSG00000181163.14
Q9UK76	ENSG00000189159.16
Q8N3C0	ENSG00000112249.14
Q9BV19	ENSG00000164008.17
A0A7P0T9V4	ENSG00000003393.16
A0A1W2PQZ6	ENSG00000109911.19
P13693	ENSG00000133112.17
A0A1W2PR06	ENSG00000003989.18
A0A7P0T9Z2	ENSG00000184014.9
P14635	ENSG00000134057.15
G5E9E7	ENSG00000104067.17
G5E9E7	ENSG00000277401.4
Q5JWT2	ENSG00000112282.18
A0A7P0T8S8	ENSG00000130340.17
Q9Y2A7	ENSG00000061676.16
A0A2R8Y687	ENSG00000136104.22
Q9NRY4	ENSG00000160007.20
P0DP25	ENSG00000160014.17
C9J8T6	ENSG00000138495.7
A0A5F9ZHX3	ENSG00000204842.18
Q9Y394	ENSG00000100612.14
Q9Y679	ENSG00000115307.17
P31153	ENSG00000168906.13
Q06787	ENSG00000102081.16
P35579	ENSG00000100345.23
Q8TBF2	ENSG00000157870.17
Q9HD15	ENSG00000213523.12
A0A1W2PQD4	ENSG00000153187.21
Q9Y696	ENSG00000169504.15
E7EV99	ENSG00000087274.19
Q5T8T8	ENSG00000148297.16
Q5T8T8	ENSG00000281022.3
P10606	ENSG00000135940.7
P10606	ENSG00000291596.1
Q9NRG1	ENSG00000099256.19
J9JIF5	ENSG00000168772.12
C9JCN8	ENSG00000075426.12
Q9HBR0	ENSG00000157637.13
P84157	ENSG00000182534.14
Q9P286	ENSG00000101349.17
Q9Y5P4	ENSG00000113163.19
O75506	ENSG00000230989.8
Q9Y333	ENSG00000204392.11
Q9Y333	ENSG00000172850.11
Q9Y333	ENSG00000231502.6
Q9Y333	ENSG00000224979.6
Q9Y333	ENSG00000225998.6
Q9Y333	ENSG00000236826.7
Q86V85	ENSG00000152749.8
P04733	ENSG00000198417.7
Q9NXF7	ENSG00000163257.11
Q8N128	ENSG00000151327.14
A0A7I2V4L6	ENSG00000106636.9
Q9H2U1	ENSG00000174953.14
Q9HCF6	ENSG00000083067.27
B4DLR8	ENSG00000181019.13
A0A0C4DGB6	ENSG00000163631.19
H0YMV8	ENSG00000185088.14
U3KPU7	ENSG00000137700.19
A6NCC9	ENSG00000184281.15
Q9NPH2	ENSG00000105655.19
O95479	ENSG00000049239.13
O15042	ENSG00000163714.18
C9JVE2	ENSG00000043093.15
A0A7I2V3S3	ENSG00000104408.11
K7EJE8	ENSG00000196365.12
A0A0A0MRI1	ENSG00000133114.18
Q9BZW5	ENSG00000136404.16
O75907	ENSG00000185000.12
O75907	ENSG00000285482.2
Q9H0Q0	ENSG00000197872.11
P08236	ENSG00000169919.17
O14562	ENSG00000103353.16
H0Y8H4	ENSG00000069869.17
U3KPX1	ENSG00000170634.13
O14561	ENSG00000004779.10
O75592	ENSG00000005810.20
O43166	ENSG00000197555.10
Q9P000	ENSG00000110442.12
P53041	ENSG00000011485.15
Q9H1Y0	ENSG00000057663.16
B8ZZQ6	ENSG00000187514.17
P08708	ENSG00000278229.2
P08708	ENSG00000182774.13
Q86WR0	ENSG00000147419.19
Q8TCS8	ENSG00000138035.15
P30626	ENSG00000075142.14
A0A087WTT2	ENSG00000089063.16
Q9BTE1	ENSG00000166847.10
Q92871	ENSG00000100417.12
O96005	ENSG00000104853.16
A0A0B4J1V8	ENSG00000243207.6
Q9NVA1	ENSG00000101019.22
Q92552	ENSG00000113048.19
Q5ZPR3	ENSG00000103855.18
Q8WXH0	ENSG00000054654.20
A0A7P0T868	ENSG00000275700.6
Q6ZMZ3	ENSG00000176438.13
A0A6Q8PHC7	ENSG00000112367.12
P41567	ENSG00000173812.11
O75508	ENSG00000013297.12
A0A2R8Y7R8	ENSG00000136104.22
H3BUP2	ENSG00000140939.15
E9PB90	ENSG00000159399.10
P48634	ENSG00000204469.13
P48634	ENSG00000206427.11
P48634	ENSG00000226618.9
P48634	ENSG00000231370.9
P48634	ENSG00000231825.9
P48634	ENSG00000225164.9
P48634	ENSG00000225748.9
C9JWG6	ENSG00000151967.19
Q96EQ0	ENSG00000197860.10
O00291	ENSG00000127946.17
Q7Z7F7	ENSG00000162910.19
P09001	ENSG00000114686.9
Q96KC8	ENSG00000136770.11
O43402	ENSG00000131148.9
P42330	ENSG00000196139.14
Q6ZT21	ENSG00000188167.9
E5RJU9	ENSG00000147649.10
O00192	ENSG00000099889.14
Q96JQ0	ENSG00000166341.9
O43318	ENSG00000135341.19
H0YKN8	ENSG00000140332.18
H0YNJ9	ENSG00000128951.14
Q9UKY7	ENSG00000091527.17
Q9H7N4	ENSG00000126461.15
Q9H9Y6	ENSG00000125630.16
J3KPF9	ENSG00000131437.16
H0Y5R9	ENSG00000248751.6
A0A5F9ZHI5	ENSG00000072210.19
D5H3J5	ENSG00000228964.10
C9JBY7	ENSG00000090263.16
Q8N1S5	ENSG00000133195.12
B1ANR0	ENSG00000090621.15
Q9UDR5	ENSG00000008311.16
K7ERC8	ENSG00000119537.18
Q8IZ69	ENSG00000099899.16
Q9Y385	ENSG00000198833.7
Q07065	ENSG00000136026.14
Q86YS7	ENSG00000111731.13
Q5VW36	ENSG00000188352.13
A0A6Q8PHK0	ENSG00000153827.15
A0A7P0Z4F9	ENSG00000160710.19
P20645	ENSG00000003056.8
Q8TCJ2	ENSG00000163527.10
B4DYU2	ENSG00000213380
Q96RQ1	ENSG00000087502.19
O95858	ENSG00000099282.10
J3KP15	ENSG00000161547.17
