From	To
NET4_HUMAN	ENSG00000074527.13
E9PRF7_HUMAN	ENSG00000137502.10
SGMR2_HUMAN	ENSG00000109084.14
A0A7I2V3E0_HUMAN	ENSG00000183735.11
UBC12_HUMAN	ENSG00000130725.8
E9PCW1_HUMAN	ENSG00000108587.16
KPCA_HUMAN	ENSG00000154229.12
ACADS_HUMAN	ENSG00000122971.9
A0A087X0N2_HUMAN	ENSG00000213625.9
FRM4A_HUMAN	ENSG00000151474.23
NNRE_HUMAN	ENSG00000163382.13
RNF31_HUMAN	ENSG00000092098.18
RNF31_HUMAN	ENSG00000285152.2
H0Y4R5_HUMAN	ENSG00000188807.13
THIL_HUMAN	ENSG00000075239.14
UBCP1_HUMAN	ENSG00000164332.8
S11IP_HUMAN	ENSG00000144589.22
A0A024QZW4_HUMAN	ENSG00000124786.13
TNR6B_HUMAN	ENSG00000100354.22
NOP56_HUMAN	ENSG00000101361.17
OBSCN_HUMAN	ENSG00000154358.23
KPCL_HUMAN	ENSG00000027075.17
DPM3_HUMAN	ENSG00000179085.8
A0A0D9SGJ6_HUMAN	ENSG00000159082.18
ARFG3_HUMAN	ENSG00000242247.11
PCBP2_HUMAN	ENSG00000197111.16
UBP15_HUMAN	ENSG00000135655.16
LDHA_HUMAN	ENSG00000134333.15
LDHA_HUMAN	ENSG00000288299.1
CNST_HUMAN	ENSG00000162852.14
CBR3_HUMAN	ENSG00000159231.6
PALLD_HUMAN	ENSG00000129116.20
TNR5_HUMAN	ENSG00000101017.15
GIMA8_HUMAN	ENSG00000171115.4
RL30_HUMAN	ENSG00000156482.11
PPIG_HUMAN	ENSG00000138398.17
D6R9B6_HUMAN	ENSG00000145425.10
D6R9B6_HUMAN	ENSG00000292158.1
DHB7_HUMAN	ENSG00000132196.16
SCPDL_HUMAN	ENSG00000143653.10
A0A494C0X0_HUMAN	ENSG00000105254.12
FCGRN_HUMAN	ENSG00000104870.13
DYSF_HUMAN	ENSG00000135636.16
E9PP21_HUMAN	ENSG00000159176.14
CSN8_HUMAN	ENSG00000198612.11
DPY30_HUMAN	ENSG00000162961.14
TMEDA_HUMAN	ENSG00000170348.9
TCPQ_HUMAN	ENSG00000156261.13
TCPQ_HUMAN	ENSG00000291533.1
SVIL_HUMAN	ENSG00000197321.16
SHIP1_HUMAN	ENSG00000168918.14
SHIP1_HUMAN	ENSG00000281614.3
CCZ1_HUMAN	ENSG00000122674.12
REEP5_HUMAN	ENSG00000129625.13
H0YGX7_HUMAN	ENSG00000111348.9
GINM1_HUMAN	ENSG00000055211.14
K7EK33_HUMAN	ENSG00000071626.17
NFIC_HUMAN	ENSG00000141905.19
E9PER6_HUMAN	ENSG00000140992.19
EFNB1_HUMAN	ENSG00000090776.6
N6MT1_HUMAN	ENSG00000156239.12
ISOC2_HUMAN	ENSG00000063241.8
GLYG_HUMAN	ENSG00000163754.18
A0A7P0T9D7_HUMAN	ENSG00000139618
CALM2_HUMAN	ENSG00000143933.20
A0A7I2V2P6_HUMAN	ENSG00000119912.18
E9PRQ7_HUMAN	ENSG00000162191.14
SMAD5_HUMAN	ENSG00000113658.18
G5E9W7_HUMAN	ENSG00000175110.14
E7EPT4_HUMAN	ENSG00000178127.13
K7EK01_HUMAN	ENSG00000062716.13
PHF10_HUMAN	ENSG00000130024.15
PGS1_HUMAN	ENSG00000182492.16
AKP8L_HUMAN	ENSG00000011243.19
E9PS06_HUMAN	ENSG00000137502.10
PSD13_HUMAN	ENSG00000185627.19
IMA7_HUMAN	ENSG00000025800.14
TB15A_HUMAN	ENSG00000158164.7
RAB18_HUMAN	ENSG00000099246.18
D6RBR1_HUMAN	ENSG00000153113.24
RM33_HUMAN	ENSG00000243147.8
CLD5_HUMAN	ENSG00000184113.10
A0A0A0MRJ1_HUMAN	ENSG00000143776
HMOX1_HUMAN	ENSG00000100292.18
A0A0C4DH22_HUMAN	ENSG00000088367.23
ANXA5_HUMAN	ENSG00000164111.15
MOB1A_HUMAN	ENSG00000114978.18
H0YG16_HUMAN	ENSG00000126214.22
MEAK7_HUMAN	ENSG00000140950.16
ITPR1_HUMAN	ENSG00000150995.21
HUWE1_HUMAN	ENSG00000086758.17
ABHDA_HUMAN	ENSG00000144827.9
ENOA_HUMAN	ENSG00000074800.16
IDH3A_HUMAN	ENSG00000166411.14
HIG1A_HUMAN	ENSG00000181061.14
Q5T0R9_HUMAN	ENSG00000131236.18
A6NMH6_HUMAN	ENSG00000164402.14
W5RWE6_HUMAN	ENSG00000168297.16
T2FA_HUMAN	ENSG00000125651.14
LAGE3_HUMAN	ENSG00000196976.8
HNRL1_HUMAN	ENSG00000105323.18
EH1L1_HUMAN	ENSG00000173442.13
A0A804HL12_HUMAN	ENSG00000005810.20
RS25_HUMAN	ENSG00000118181.11
RS25_HUMAN	ENSG00000280831.3
A0A2R8Y595_HUMAN	ENSG00000102974.16
NDUB5_HUMAN	ENSG00000136521.13
A0A3B3IRS7_HUMAN	ENSG00000168216.13
E9PGF5_HUMAN	ENSG00000079308.21
A0A6Q8PHP5_HUMAN	ENSG00000112367.12
CHD3_HUMAN	ENSG00000170004.19
A0A7I2V2Y9_HUMAN	ENSG00000107897.20
ANXA4_HUMAN	ENSG00000196975.16
H3BM74_HUMAN	ENSG00000013374
DNPH1_HUMAN	ENSG00000112667.13
CNTP1_HUMAN	ENSG00000108797.12
A0A3B3IUD7_HUMAN	ENSG00000148843.15
SMC2_HUMAN	ENSG00000136824.19
TRAP1_HUMAN	ENSG00000126602.11
A0A0U1RRM1_HUMAN	ENSG00000143614.11
RBBP4_HUMAN	ENSG00000162521.19
DPH5_HUMAN	ENSG00000117543.22
SSBP_HUMAN	ENSG00000106028.11
SSBP_HUMAN	ENSG00000262771.5
LGUL_HUMAN	ENSG00000124767.7
RM52_HUMAN	ENSG00000172590.18
H2B1H_HUMAN	ENSG00000275713.3
A0A590UJ60_HUMAN	ENSG00000103723.17
AGRG1_HUMAN	ENSG00000205336.14
CL16A_HUMAN	ENSG00000038532.17
PLXD1_HUMAN	ENSG00000004399.13
CHD4_HUMAN	ENSG00000111642.16
A6NFX8_HUMAN	ENSG00000165609.14
ANX10_HUMAN	ENSG00000109511.12
H2AX_HUMAN	ENSG00000188486.4
Q5QP56_HUMAN	ENSG00000171552
MET14_HUMAN	ENSG00000145388.15
A0A6Q8PFA6_HUMAN	ENSG00000068796.19
J3KRX2_HUMAN	ENSG00000133195.12
SSU72_HUMAN	ENSG00000160075.12
TB15B_HUMAN	ENSG00000158427.15
A0A7P0TB26_HUMAN	ENSG00000185624.16
ADX_HUMAN	ENSG00000137714.3
ERI1_HUMAN	ENSG00000104626.15
F1711_HUMAN	ENSG00000148468.17
LSM3_HUMAN	ENSG00000170860.4
A0A087WX83_HUMAN	ENSG00000178104.22
EXOC4_HUMAN	ENSG00000131558.15
PHLP_HUMAN	ENSG00000136940.14
CSKI1_HUMAN	ENSG00000167971.16
TF3C4_HUMAN	ENSG00000125484.12
SLIT2_HUMAN	ENSG00000145147.20
MLH1_HUMAN	ENSG00000076242.18
PAG15_HUMAN	ENSG00000103066.13
H3BV68_HUMAN	ENSG00000103544.17
A0A7P0TAU8_HUMAN	ENSG00000111331.14
FHL3_HUMAN	ENSG00000183386.10
F8VX04_HUMAN	ENSG00000111371.16
A0A7P0TA65_HUMAN	ENSG00000100749.9
TEP1_HUMAN	ENSG00000129566.13
TEP1_HUMAN	ENSG00000291791.1
FUBP3_HUMAN	ENSG00000107164.17
ELOB_HUMAN	ENSG00000103363.16
CDK9_HUMAN	ENSG00000136807.14
RASL3_HUMAN	ENSG00000105122.13
COA7_HUMAN	ENSG00000162377.6
SDF2_HUMAN	ENSG00000132581.10
ST1A4_HUMAN	ENSG00000213648.11
AGRE5_HUMAN	ENSG00000123146.20
SETD7_HUMAN	ENSG00000145391.14
H3BTB7_HUMAN	ENSG00000103356.18
H32_HUMAN	ENSG00000183598.4
H32_HUMAN	ENSG00000203811.2
H32_HUMAN	ENSG00000203852.4
A0A7P0TBG0_HUMAN	ENSG00000089127.15
PLAP_HUMAN	ENSG00000137055.15
FKB10_HUMAN	ENSG00000141756.20
B7Z2R7_HUMAN	ENSG00000107897.20
CEP63_HUMAN	ENSG00000182923.20
A0A2R8YE77_HUMAN	ENSG00000147044.23
SYNC_HUMAN	ENSG00000134440.12
SPRY4_HUMAN	ENSG00000176422.14
RAB35_HUMAN	ENSG00000111737.12
A0A2R8Y2A8_HUMAN	ENSG00000103723.17
NEMO_HUMAN	ENSG00000269335.7
A0A7I2V2B0_HUMAN	ENSG00000198689.13
GP107_HUMAN	ENSG00000148358.21
E7EX59_HUMAN	ENSG00000114054.14
EM55_HUMAN	ENSG00000130830.15
H0YDN1_HUMAN	ENSG00000178209.17
ITAE_HUMAN	ENSG00000083457.12
A0A7I2YQD7_HUMAN	ENSG00000107897.20
TBB2A_HUMAN	ENSG00000137267.7
NOP16_HUMAN	ENSG00000048162.22
RS21_HUMAN	ENSG00000171858.18
ZDHC5_HUMAN	ENSG00000156599.11
H0YMT9_HUMAN	ENSG00000182718.18
A0A2R8Y7V2_HUMAN	ENSG00000172113.10
RBM19_HUMAN	ENSG00000122965.11
TPPC8_HUMAN	ENSG00000153339.15
H0YAA3_HUMAN	ENSG00000164253.14
A0A0C4DGH0_HUMAN	ENSG00000103855.18
A0A7I2V4C8_HUMAN	ENSG00000168610.17
K7ELL7_HUMAN	ENSG00000130175.10
VPS29_HUMAN	ENSG00000111237.19
RIR1_HUMAN	ENSG00000167325.15
BTD_HUMAN	ENSG00000169814.18
IMPA3_HUMAN	ENSG00000104331.9
IGBP1_HUMAN	ENSG00000089289.16
A0A286YFA9_HUMAN	ENSG00000073910.23
CDKAL_HUMAN	ENSG00000145996.11
ELP4_HUMAN	ENSG00000109911.19
KIME_HUMAN	ENSG00000110921.14
E7ETU5_HUMAN	ENSG00000153250.21
TPSN_HUMAN	ENSG00000206208.11
TPSN_HUMAN	ENSG00000231925.14
TPSN_HUMAN	ENSG00000112493.12
TPSN_HUMAN	ENSG00000206281.11
TPSN_HUMAN	ENSG00000236490.9
SYMC_HUMAN	ENSG00000166986.15
SRBS2_HUMAN	ENSG00000154556.20
DIC_HUMAN	ENSG00000183048.12
RAB13_HUMAN	ENSG00000143545.10
TBPL1_HUMAN	ENSG00000028839.10
GPAM1_HUMAN	ENSG00000133114.18
A0A804CHP1_HUMAN	ENSG00000109790.18
CASPA_HUMAN	ENSG00000003400.16
SBNO1_HUMAN	ENSG00000139697.14
A0A7I2V4G7_HUMAN	ENSG00000075413.19
DDX41_HUMAN	ENSG00000183258.12
COX41_HUMAN	ENSG00000131143.10
P66A_HUMAN	ENSG00000167491.18
IFT46_HUMAN	ENSG00000118096.10
GPTC4_HUMAN	ENSG00000292251.1
RL36_HUMAN	ENSG00000130255.13
ECHP_HUMAN	ENSG00000113790.11
J3KTA1_HUMAN	ENSG00000108306.13
NAA15_HUMAN	ENSG00000164134.14
MYCBP_HUMAN	ENSG00000214114.9
Q8WVC2_HUMAN	ENSG00000171858.18
UBE2O_HUMAN	ENSG00000175931.13
SSH3_HUMAN	ENSG00000172830.13
F8W930_HUMAN	ENSG00000073792.16
MTA2_HUMAN	ENSG00000149480.7
NFKB1_HUMAN	ENSG00000109320.14
ROA2_HUMAN	ENSG00000122566.22
PURA_HUMAN	ENSG00000185129.8
TAOK1_HUMAN	ENSG00000160551.12
PHF5A_HUMAN	ENSG00000100410.8
ABCF1_HUMAN	ENSG00000204574.14
ABCF1_HUMAN	ENSG00000206490.11
ABCF1_HUMAN	ENSG00000232169.9
ABCF1_HUMAN	ENSG00000225989.9
ABCF1_HUMAN	ENSG00000231129.8
ABCF1_HUMAN	ENSG00000236342.8
ABCF1_HUMAN	ENSG00000236149.9
MMPOS_HUMAN	ENSG00000126005.17
A0A6Q8PGB2_HUMAN	ENSG00000148356.15
ML12A_HUMAN	ENSG00000101608.13
E5RIT6_HUMAN	ENSG00000037241.7
WDR48_HUMAN	ENSG00000114742.14
P4K2A_HUMAN	ENSG00000155252.14
SEM6B_HUMAN	ENSG00000167680.17
SOAT1_HUMAN	ENSG00000057252.13
ECHM_HUMAN	ENSG00000127884.5
A0A087WZA9_HUMAN	ENSG00000189077.11
A0A3B3ITU8_HUMAN	ENSG00000150995.21
A6NGJ0_HUMAN	ENSG00000165169.11
PRKDC_HUMAN	ENSG00000253729.9
SYTM_HUMAN	ENSG00000143374.18
TAF10_HUMAN	ENSG00000166337.11
MAP4_HUMAN	ENSG00000047849.22
H0YLL6_HUMAN	ENSG00000028277.22
NUDT9_HUMAN	ENSG00000170502.13
KRT81_HUMAN	ENSG00000205426.11
MMTA2_HUMAN	ENSG00000143793.13
ATD3A_HUMAN	ENSG00000197785.14
VP13C_HUMAN	ENSG00000129003.19
G3V5T9_HUMAN	ENSG00000123374.11
PIHD1_HUMAN	ENSG00000104872.12
H7C4K3_HUMAN	ENSG00000150093.20
ARL8B_HUMAN	ENSG00000134108.14
ATG3_HUMAN	ENSG00000144848.11
RBM15_HUMAN	ENSG00000162775.17
K7EM18_HUMAN	ENSG00000173812.11
WDR59_HUMAN	ENSG00000103091.15
E9PDR0_HUMAN	ENSG00000114054.14
GRASP_HUMAN	ENSG00000161835.11
B4E1Z4_HUMAN	ENSG00000244255.5
CSN7B_HUMAN	ENSG00000144524.18
OXSR1_HUMAN	ENSG00000172939.9
IASPP_HUMAN	ENSG00000104881.16
H3BP20_HUMAN	ENSG00000213614.11
A0A6Q8PHP8_HUMAN	ENSG00000133812.18
A0A2R8Y4R7_HUMAN	ENSG00000100416.15
AAKB1_HUMAN	ENSG00000111725.11
RL9_HUMAN	ENSG00000163682.17
D3YTG3_HUMAN	ENSG00000154175.19
H0YAV1_HUMAN	ENSG00000048392.13
CUTC_HUMAN	ENSG00000119929.13
A0A3B3ISP1_HUMAN	ENSG00000064999.16
ITPA_HUMAN	ENSG00000125877.13
PPCEL_HUMAN	ENSG00000138078.16
RBM8A_HUMAN	ENSG00000265241.8
LYRM4_HUMAN	ENSG00000214113.11
UBE4A_HUMAN	ENSG00000110344.10
A0A2R8YGD6_HUMAN	ENSG00000103197.20
PEBP1_HUMAN	ENSG00000089220.5
G3V3X5_HUMAN	ENSG00000119681.12
Q5T8U5_HUMAN	ENSG00000148248.14
Q5T8U5_HUMAN	ENSG00000280951.3
A0A0B4J2A4_HUMAN	ENSG00000167315.18
IKIP_HUMAN	ENSG00000166130.15
H3BP13_HUMAN	ENSG00000167515.11
ACO13_HUMAN	ENSG00000112304.11
SIR2_HUMAN	ENSG00000068903.21
SIR2_HUMAN	ENSG00000283100.2
A0A1W2PNX8_HUMAN	ENSG00000140553.18
F8VPI1_HUMAN	ENSG00000139644.13
LENG8_HUMAN	ENSG00000274305.4
LENG8_HUMAN	ENSG00000276681.4
LENG8_HUMAN	ENSG00000276458.4
LENG8_HUMAN	ENSG00000167615.18
F5H8H2_HUMAN	ENSG00000110921.14
THEM6_HUMAN	ENSG00000130193.8
AATC_HUMAN	ENSG00000120053.12
RFA3_HUMAN	ENSG00000106399.11
RT05_HUMAN	ENSG00000144029.14
ROA0_HUMAN	ENSG00000177733.7
C9JJV1_HUMAN	ENSG00000184281.15
UBF1_HUMAN	ENSG00000108312.16
BMPR2_HUMAN	ENSG00000204217.16
MUC16_HUMAN	ENSG00000181143.17
STA13_HUMAN	ENSG00000133121.21
DCNL3_HUMAN	ENSG00000188215.10
COT2_HUMAN	ENSG00000185551.15
A0A2R8Y6I6_HUMAN	ENSG00000157540.22
ZCCHV_HUMAN	ENSG00000105939.14
CAMP1_HUMAN	ENSG00000130559.19
ALDR_HUMAN	ENSG00000085662.14
T126A_HUMAN	ENSG00000171202.7
PANK2_HUMAN	ENSG00000125779.24
D6RFM0_HUMAN	ENSG00000131508.17
A0A2R8Y212_HUMAN	ENSG00000111642.16
E9PKF6_HUMAN	ENSG00000110075.15
PSA1_HUMAN	ENSG00000129084.18
TRIP4_HUMAN	ENSG00000103671.10
A0A669KB41_HUMAN	ENSG00000145335.17
PREP_HUMAN	ENSG00000107959.17
MARCS_HUMAN	ENSG00000277443.3
CDK14_HUMAN	ENSG00000058091.17
JAGN1_HUMAN	ENSG00000171135.15
F8VRJ6_HUMAN	ENSG00000196511.15
NDUA4_HUMAN	ENSG00000189043.10
H0Y789_HUMAN	ENSG00000102265.12
MARC2_HUMAN	ENSG00000117791.16
A0A2R8Y455_HUMAN	ENSG00000285382.1
B4DUC8_HUMAN	ENSG00000099810.21
A0A7P0T9U7_HUMAN	ENSG00000168066.22
H7C4X9_HUMAN	ENSG00000101040.20
H0YGH1_HUMAN	ENSG00000178921.14
HS2ST_HUMAN	ENSG00000153936.18
ITB4_HUMAN	ENSG00000132470.14
U3KPX8_HUMAN	ENSG00000170634.13
A0A494C1K7_HUMAN	ENSG00000106617.16
DIAP2_HUMAN	ENSG00000147202.19
3MG_HUMAN	ENSG00000103152.12
C19L1_HUMAN	ENSG00000095485.18
TM222_HUMAN	ENSG00000186501.15
PAPS1_HUMAN	ENSG00000138801.9
A0A1W2PRS1_HUMAN	ENSG00000138760.11
Q5JVZ5_HUMAN	ENSG00000062598.18
H7C525_HUMAN	ENSG00000160124.9
SQSTM_HUMAN	ENSG00000161011.20
SQSTM_HUMAN	ENSG00000284099.3
A0A0A0MSI2_HUMAN	ENSG00000134686.21
F8VPW7_HUMAN	ENSG00000089127.15
SRC8_HUMAN	ENSG00000085733.16
SRC8_HUMAN	ENSG00000288401.1
A0A1B0GVD5_HUMAN	ENSG00000117984.15
KCY_HUMAN	ENSG00000162368.15
A0A669KB27_HUMAN	ENSG00000288558.3
A0A0A0MRX8_HUMAN	ENSG00000147862.18
FABP4_HUMAN	ENSG00000170323.9
JUPI2_HUMAN	ENSG00000206053.13
RB11B_HUMAN	ENSG00000185236.12
KTHY_HUMAN	ENSG00000168393.13
PPWD1_HUMAN	ENSG00000113593.12
A0A7I2UQ36_HUMAN	ENSG00000233276.9
F2Z2E2_HUMAN	ENSG00000183856.11
F2Z2E2_HUMAN	ENSG00000291754.1
DI3L2_HUMAN	ENSG00000144535.20
SF3B1_HUMAN	ENSG00000115524.17
RIPR1_HUMAN	ENSG00000039523.20
CTND1_HUMAN	ENSG00000198561.16
SHRM2_HUMAN	ENSG00000146950.13
PSME3_HUMAN	ENSG00000131467.12
MIC25_HUMAN	ENSG00000159685.11
A0A7I2V3A9_HUMAN	ENSG00000138160.7
UB2Q1_HUMAN	ENSG00000160714.10
H0Y8T9_HUMAN	ENSG00000080822.17
TENS3_HUMAN	ENSG00000136205.18
J3KNN3_HUMAN	ENSG00000156873.16
H3BNC9_HUMAN	ENSG00000260836.2
PP6R1_HUMAN	ENSG00000105063.19
E9PLI6_HUMAN	ENSG00000175376.9
YMEL1_HUMAN	ENSG00000136758.20
CDKL2_HUMAN	ENSG00000138769.11
ADPRH_HUMAN	ENSG00000144843.12
UBP14_HUMAN	ENSG00000101557.15
MGST3_HUMAN	ENSG00000143198.13
AGFG2_HUMAN	ENSG00000106351.13
PABP4_HUMAN	ENSG00000090621.15
KGUA_HUMAN	ENSG00000143774.18
H7C1N3_HUMAN	ENSG00000105829.13
TIM8B_HUMAN	ENSG00000150779.12
H7C2E7_HUMAN	ENSG00000196924.19
IAH1_HUMAN	ENSG00000134330.19
AROS_HUMAN	ENSG00000187051.9
RADI_HUMAN	ENSG00000137710.17
PEF1_HUMAN	ENSG00000162517.13
OSBL9_HUMAN	ENSG00000117859.19
MED14_HUMAN	ENSG00000180182.11
APOC3_HUMAN	ENSG00000110245.12
RSBN1_HUMAN	ENSG00000081019.14
TMM59_HUMAN	ENSG00000116209.12
RPN1_HUMAN	ENSG00000163902.12
A0A7P0T913_HUMAN	ENSG00000073060.17
TTL12_HUMAN	ENSG00000100304.13
MI4GD_HUMAN	ENSG00000125457.15
CRLF3_HUMAN	ENSG00000176390.12
K7ES57_HUMAN	ENSG00000092931.12
RAB4B_HUMAN	ENSG00000167578.18
NDUA6_HUMAN	ENSG00000184983.11
NDUA6_HUMAN	ENSG00000272765.2
NDUA6_HUMAN	ENSG00000277365.3
NDUA6_HUMAN	ENSG00000281013.5
NDUA6_HUMAN	ENSG00000273397.4
A0A590UJS4_HUMAN	ENSG00000164190.19
COA4_HUMAN	ENSG00000181924.7
JAM3_HUMAN	ENSG00000166086.13
CO6A1_HUMAN	ENSG00000142156.16
CATD_HUMAN	ENSG00000117984.15
CUL4A_HUMAN	ENSG00000139842.15
DAA10_HUMAN	ENSG00000243667.7
H3BNT4_HUMAN	ENSG00000135698.10
JAK1_HUMAN	ENSG00000162434.14
D3DX19_HUMAN	ENSG00000184113.10
U3KQB3_HUMAN	ENSG00000169118.18
SYF1_HUMAN	ENSG00000076924.12
A0A0A0MRJ0_HUMAN	ENSG00000143776.20
A0A0G2JPP5_HUMAN	ENSG00000274287
AP2B1_HUMAN	ENSG00000006125.18
RCC1_HUMAN	ENSG00000180198.17
E9PBC6_HUMAN	ENSG00000138162.19
ADA10_HUMAN	ENSG00000137845.15
PTN23_HUMAN	ENSG00000076201.16
T10B_HUMAN	ENSG00000132286.12
UBE3C_HUMAN	ENSG00000009335.19
RS2_HUMAN	ENSG00000140988.16
RS2_HUMAN	ENSG00000291931.1
TWSG1_HUMAN	ENSG00000128791.12
RABL3_HUMAN	ENSG00000144840.10
CLPB_HUMAN	ENSG00000162129.15
ZCHC8_HUMAN	ENSG00000033030.16
A0A2R8Y851_HUMAN	ENSG00000213741.11
A0A3B3IPE9_HUMAN	ENSG00000104880.19
NDUC2_HUMAN	ENSG00000151366.13
A0A804HI95_HUMAN	ENSG00000077522.15
A0A590UJK3_HUMAN	ENSG00000163681.17
FIS1_HUMAN	ENSG00000214253.9
M0QZR4_HUMAN	ENSG00000076928.20
S39AA_HUMAN	ENSG00000196950.14
IMDH1_HUMAN	ENSG00000106348.19
P3H3_HUMAN	ENSG00000110811.20
H7C1U3_HUMAN	ENSG00000154222.15
PRP19_HUMAN	ENSG00000110107.9
SYLC_HUMAN	ENSG00000133706.20
JAG1_HUMAN	ENSG00000101384.12
PAPS2_HUMAN	ENSG00000198682.13
CPSF5_HUMAN	ENSG00000167005.14
KDSR_HUMAN	ENSG00000119537.18
A0A494C1V1_HUMAN	ENSG00000160796.18
MYT1_HUMAN	ENSG00000196132.14
MYT1_HUMAN	ENSG00000276876.4
E5RJD8_HUMAN	ENSG00000171530.15
A8MVT4_HUMAN	ENSG00000214026.11
A8MVT4_HUMAN	ENSG00000288141.1
CD9_HUMAN	ENSG00000010278.15
A0A494C0R8_HUMAN	ENSG00000132361.18
GOPC_HUMAN	ENSG00000047932.14
MBD1_HUMAN	ENSG00000141644.19
A0A804F6T5_HUMAN	ENSG00000067225.21
ISCU_HUMAN	ENSG00000136003.16
IF4G2_HUMAN	ENSG00000110321.19
A0A3B3IRI2_HUMAN	ENSG00000171793.17
M0QYS1_HUMAN	ENSG00000142541.18
MCU_HUMAN	ENSG00000156026.15
A0A7I2V3E8_HUMAN	ENSG00000103811.18
PALMD_HUMAN	ENSG00000099260.12
SAR1A_HUMAN	ENSG00000079332.16
E9PKA7_HUMAN	ENSG00000173653.8
A0A2R8Y6Q6_HUMAN	ENSG00000136104.22
3BHS2_HUMAN	ENSG00000203859.10
Q2PPL5_HUMAN	ENSG00000100416.15
TBCD8_HUMAN	ENSG00000204634.13
THNS1_HUMAN	ENSG00000185875.13
A0A096LNZ9_HUMAN	ENSG00000187608.10
SHE_HUMAN	ENSG00000169291.10
SC11A_HUMAN	ENSG00000140612.14
A0A7P0T9R3_HUMAN	ENSG00000213995.12
TM209_HUMAN	ENSG00000146842.17
CCD43_HUMAN	ENSG00000180329.14
SYHM_HUMAN	ENSG00000112855.17
GL1AD_HUMAN	ENSG00000255529.9
SMAD3_HUMAN	ENSG00000166949.18
A0A7P0TAQ9_HUMAN	ENSG00000077232.19
J3KRX5_HUMAN	ENSG00000265681.8
BL1S3_HUMAN	ENSG00000189114.8
TBCB_HUMAN	ENSG00000105254.12
GLYM_HUMAN	ENSG00000182199.11
NB5R4_HUMAN	ENSG00000065615.14
NTAN1_HUMAN	ENSG00000157045.9
NTAN1_HUMAN	ENSG00000275779.4
LPH_HUMAN	ENSG00000115850.10
A0A1W2PPC6_HUMAN	ENSG00000172269.20
MMP1_HUMAN	ENSG00000196611.6
A0A499FJI4_HUMAN	ENSG00000005810.20
CPNE1_HUMAN	ENSG00000214078.13
M2OM_HUMAN	ENSG00000108528.14
UBP16_HUMAN	ENSG00000156256.15
UBP16_HUMAN	ENSG00000291527.1
RBM42_HUMAN	ENSG00000126254.12
E7EVE9_HUMAN	ENSG00000104884.17
A0A7P0T9T1_HUMAN	ENSG00000100749.9
C560_HUMAN	ENSG00000143252.17
EFNMT_HUMAN	ENSG00000010165.20
DYLT1_HUMAN	ENSG00000146425.11
H3BRD5_HUMAN	ENSG00000066933.17
E7EVK2_HUMAN	ENSG00000148824.19
HTF4_HUMAN	ENSG00000140262.18
IL6RB_HUMAN	ENSG00000134352.21
SELB_HUMAN	ENSG00000132394.11
SELB_HUMAN	ENSG00000284869.2
PHLB1_HUMAN	ENSG00000019144.20
H2AZ_HUMAN	ENSG00000164032.12
GGH_HUMAN	ENSG00000137563.13
SON_HUMAN	ENSG00000159140.23
M4K5_HUMAN	ENSG00000012983.12
AL1A3_HUMAN	ENSG00000184254.17
F8WDN7_HUMAN	ENSG00000211456.14
M0QX74_HUMAN	ENSG00000105700.11
SRS12_HUMAN	ENSG00000154548.9
C9JG97_HUMAN	ENSG00000127837.10
A0A087WZ62_HUMAN	ENSG00000258529.5
SMD3_HUMAN	ENSG00000100028.12
CSK_HUMAN	ENSG00000103653.17
QTRT2_HUMAN	ENSG00000151576.10
D6RCR8_HUMAN	ENSG00000080822.17
ELYS_HUMAN	ENSG00000153207.16
MIRO1_HUMAN	ENSG00000126858.19
A0A7I2V4G8_HUMAN	ENSG00000181163.14
JUPI1_HUMAN	ENSG00000189159.16
ASCC3_HUMAN	ENSG00000112249.14
CA050_HUMAN	ENSG00000164008.17
A0A7P0T9V4_HUMAN	ENSG00000003393.16
A0A1W2PQZ6_HUMAN	ENSG00000109911.19
TCTP_HUMAN	ENSG00000133112.17
A0A1W2PR06_HUMAN	ENSG00000003989.18
A0A7P0T9Z2_HUMAN	ENSG00000184014.9
CCNB1_HUMAN	ENSG00000134057.15
G5E9E7_HUMAN	ENSG00000104067.17
G5E9E7_HUMAN	ENSG00000277401.4
Q5JWT2_HUMAN	ENSG00000112282.18
A0A7P0T8S8_HUMAN	ENSG00000130340.17
NCKP1_HUMAN	ENSG00000061676.16
A0A2R8Y687_HUMAN	ENSG00000136104.22
RHG35_HUMAN	ENSG00000160007.20
CALM3_HUMAN	ENSG00000160014.17
C9J8T6_HUMAN	ENSG00000138495.7
A0A5F9ZHX3_HUMAN	ENSG00000204842.18
DHRS7_HUMAN	ENSG00000100612.14
AUP1_HUMAN	ENSG00000115307.17
METK2_HUMAN	ENSG00000168906.13
FMR1_HUMAN	ENSG00000102081.16
MYH9_HUMAN	ENSG00000100345.23
PXL2B_HUMAN	ENSG00000157870.17
SRA1_HUMAN	ENSG00000213523.12
A0A1W2PQD4_HUMAN	ENSG00000153187.21
CLIC4_HUMAN	ENSG00000169504.15
E7EV99_HUMAN	ENSG00000087274.19
Q5T8T8_HUMAN	ENSG00000148297.16
Q5T8T8_HUMAN	ENSG00000281022.3
COX5B_HUMAN	ENSG00000135940.7
COX5B_HUMAN	ENSG00000291596.1
PRDC1_HUMAN	ENSG00000099256.19
J9JIF5_HUMAN	ENSG00000168772.12
C9JCN8_HUMAN	ENSG00000075426.12
S38AA_HUMAN	ENSG00000157637.13
MXRA7_HUMAN	ENSG00000182534.14
PAK5_HUMAN	ENSG00000101349.17
