Uniprot ID	Uniprot gene ID	Gene name	Description	Color in plot	log2FC	Adjusted P value
Q9BYD1	RM13_HUMAN	MRPL13	39S ribosomal protein L13, mitochondrial 	red	0.28172129853586014	0.027935573512357502
P43897	EFTS_HUMAN	TSFM	Elongation factor Ts, mitochondrial 	blue	-0.3210343318188347	0.0031139964927354774
Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16 	blue	-0.27761493702614004	0.02116878484776495
E9PFD7	E9PFD7_HUMAN	EGFR	Receptor protein-tyrosine kinase 	blue	-0.5725011173285228	0.03724441011096853
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5 	blue	-0.3734871695370501	0.0013759741024190564
F5H7K1	F5H7K1_HUMAN	VPS35L	VPS35 endosomal protein-sorting factor-like 	red	1.0430073398409299	0.026938642264627173
Q8NFP9	NBEA_HUMAN	NBEA	Neurobeachin 	red	0.8128488909877181	0.003752951197541107
H3BNI4	H3BNI4_HUMAN	ATP6V0C	V-type proton ATPase proteolipid subunit 	blue	-1.2024650737250209	0.0005852846580891504
A0A087WWU8	A0A087WWU8_HUMAN	TPM3	Tropomyosin alpha-3 chain 	blue	-0.2831269563749572	0.0022595329378386694
Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1 	blue	-0.20482806471510173	0.0005864607813102005
P61247	RS3A_HUMAN	RPS3A	40S ribosomal protein S3a 	green	-0.14604183040068364	0.03507984153133079
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3 	blue	-0.3435630321584746	0.0007116908548213894
M0R2K9	M0R2K9_HUMAN	FKBP8	Peptidylprolyl isomerase (Fragment) 	red	0.9810334692137594	0.013821249972975222
P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6 	blue	-0.6167960208543413	0.00032622617790210753
Q8NC51	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein 	blue	-0.2113207607639751	0.03467581630161011
Q8NEW0	ZNT7_HUMAN	SLC30A7	Zinc transporter 7 	blue	-0.47228380707831086	0.0033400045926634107
P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C 	blue	-0.7952871658444298	0.03808477141888389
Q8N766	EMC1_HUMAN	EMC1	ER membrane protein complex subunit 1 	blue	-0.2930854154679938	0.033934533800307594
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM 	blue	-0.24520980002338533	0.00423135332214851
Q7Z5L9	I2BP2_HUMAN	IRF2BP2	Interferon regulatory factor 2-binding protein 2 	blue	-0.8345534112145518	0.0009173403426034182
D6RBJ9	D6RBJ9_HUMAN	DCTD	Deoxycytidylate deaminase (Fragment) 	blue	-0.44960744914255457	0.0008367556436004107
Q8NFQ8	TOIP2_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2 	blue	-0.37174342370410507	0.004499102859100035
Q9Y5Q0	FADS3_HUMAN	FADS3	Fatty acid desaturase 3 	blue	-0.2932064851271097	0.001595597224117858
Q96NE9	FRMD6_HUMAN	FRMD6	FERM domain-containing protein 6 	blue	-0.8538128129597187	0.000555462715019925
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70 	green	-0.17543248176600557	0.03727709061617651
A0A0A0MR88	A0A0A0MR88_HUMAN	WASHC2C	WASH complex subunit 2C 	blue	-0.22070804935988875	0.031343570325900946
J3QLD1	J3QLD1_HUMAN	MIF4GD	MIF4G domain containing, isoform CRA_b 	blue	-0.24483014919030666	0.0026849614570862612
Q9BT09	CNPY3_HUMAN	CNPY3	Protein canopy homolog 3 	blue	-0.48723117411783257	0.019913416304492237
Q9NRR5	UBQL4_HUMAN	UBQLN4	Ubiquilin-4 	blue	-0.5546779154582406	0.007922458097032835
Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2 	blue	-0.30153466193547374	0.014038830767215951
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5 	blue	-0.47135316366967217	0.0008143410228631045
P83876	TXN4A_HUMAN	TXNL4A	Thioredoxin-like protein 4A 	blue	-0.9457000234249744	0.021969035325829427
Q9Y6X3	SCC4_HUMAN	MAU2	MAU2 chromatid cohesion factor homolog 	blue	-0.3122173920173985	0.037833484305788416
Q9ULZ3	ASC_HUMAN	PYCARD	Apoptosis-associated speck-like protein containing a CARD 	blue	-0.34171194638102875	0.007129826057790017
Q96C24	SYTL4_HUMAN	SYTL4	Synaptotagmin-like protein 4 	blue	-0.4159662223593692	0.021969035325829427
Q9H4X1	RGCC_HUMAN	RGCC	Regulator of cell cycle RGCC 	blue	-0.35902717539374684	0.005516360332276383
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51 	blue	-0.5502899202775584	0.03495894630567241
P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit 	blue	-0.31453253403770276	0.0029448722149022282
P26447	S10A4_HUMAN	S100A4	Protein S100-A4 	red	0.25183767797427237	0.03996299689909628
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A 	blue	-0.4466198681674154	0.012455006049551182
P40938	RFC3_HUMAN	RFC3	Replication factor C subunit 3 	blue	-0.41925205765300433	0.02517910207432619
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9 	red	0.5631294087972307	0.0016380744794502707
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D 	red	1.0205697935262101	0.031095708942480614
Q15847	ADIRF_HUMAN	ADIRF	Adipogenesis regulatory factor 	blue	-0.5534938283789792	0.0005592646160947799
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin 	blue	-1.332402299980842	0.039729032329156616
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8 	blue	-0.8475646807264727	0.0251678472108988
Q15048	LRC14_HUMAN	LRRC14	Leucine-rich repeat-containing protein 14 	red	1.2658090828326145	0.04422318361120775
Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2 	blue	-0.2765315406913551	0.003220306281667804
Q8IX18	DHX40_HUMAN	DHX40	Probable ATP-dependent RNA helicase DHX40 	blue	-0.5120666888647314	0.03979638439963754
P50479	PDLI4_HUMAN	PDLIM4	PDZ and LIM domain protein 4 	blue	-0.7478078016842318	0.0009173403426034182
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial 	blue	-0.618574193168083	0.002724724715227064
Q15738	NSDHL_HUMAN	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating 	blue	-0.3539988986463012	0.039152265921024706
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein 	blue	-0.8322747030554787	0.025595323314586783
Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1 	blue	-0.49003914272322113	0.0003432908254340929
P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2 	blue	-0.24954346830353558	0.04727818316873765
Q9NR50	EI2BG_HUMAN	EIF2B3	Translation initiation factor eIF-2B subunit gamma 	blue	-0.3407941119236071	0.0030216274328353815
P62166	NCS1_HUMAN	NCS1	Neuronal calcium sensor 1 	red	0.7652927990078648	0.0023171786364930887
A0A0D9SG04	A0A0D9SG04_HUMAN	COBLL1	Cordon-bleu protein-like 1 	red	1.3836495141216574	0.04266176724641701
Q01130	SRSF2_HUMAN	SRSF2	Serine/arginine-rich splicing factor 2 	blue	-1.0666984565151374	0.0039017207398525573
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib 	blue	-0.311048180023203	0.001398571792824718
Q12986	NFX1_HUMAN	NFX1	Transcriptional repressor NF-X1 	blue	-0.6911490350159148	0.0005503623856428569
Q92688	AN32B_HUMAN	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B 	blue	-0.5595181168309651	0.00018665638680096045
Q3ZCM7	TBB8_HUMAN	TUBB8	Tubulin beta-8 chain 	red	1.9639157958163782	0.004296250240260366
Q9H019	MFR1L_HUMAN	MTFR1L	Mitochondrial fission regulator 1-like 	blue	-0.6584497284497068	0.007590090721787585
P12931	SRC_HUMAN	SRC	Proto-oncogene tyrosine-protein kinase Src 	blue	-0.20669646932342012	0.0011286981887470196
Q7Z4H8	PLGT3_HUMAN	POGLUT3	Protein O-glucosyltransferase 3 	blue	-0.2983857755969126	0.007039806137078401
Q9ULH1	ASAP1_HUMAN	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 	red	0.4078266485829616	0.012350660642215816
Q86X76	NIT1_HUMAN	NIT1	Deaminated glutathione amidase 	blue	-0.4112428694351884	0.0070314177106700505
Q5TIH2	Q5TIH2_HUMAN	SFT2D2	Vesicle transport protein 	blue	-0.8770122071675921	0.004712151442094961
Q96JM3	CHAP1_HUMAN	CHAMP1	Chromosome alignment-maintaining phosphoprotein 1 	blue	-0.6438366805482758	0.006405670163915436
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF-2B subunit alpha 	blue	-0.28213169546277683	0.018622444000984808
Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein 	blue	-0.5359901844306982	0.0032784258060462243
Q00169	PIPNA_HUMAN	PITPNA	Phosphatidylinositol transfer protein alpha isoform 	blue	-0.6082325035023768	0.03128730177262037
Q14162	SREC_HUMAN	SCARF1	Scavenger receptor class F member 1 	red	0.46901591756064853	0.014484854803309136
Q9P0J1	PDP1_HUMAN	PDP1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial 	orange	0.11955213856194469	0.027863447986526395
P62745	RHOB_HUMAN	RHOB	Rho-related GTP-binding protein RhoB 	red	0.32192443678398774	0.04231106942295923
Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie 	blue	-0.3459364523480506	0.027660610714465746
C9JWF7	C9JWF7_HUMAN	SRPK2	SRSF protein kinase 2 (Fragment) 	blue	-0.507850596855052	0.0020200185866245434
Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 	blue	-1.0584010987843229	0.0038443849663778408
P61313	RL15_HUMAN	RPL15	60S ribosomal protein L15 	blue	-1.1488430277857233	0.01883511619994597
Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial 	red	5.67243988791361	2.355352497933995e-07
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase 	blue	-0.8786630715420785	0.0003804288215417005
Q08AG7	MZT1_HUMAN	MZT1	Mitotic-spindle organizing protein 1 	blue	-0.992709739312188	0.00458441086665727
Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10 	blue	-0.5865274689008899	0.006576690421409348
Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 	blue	-0.5099683504755834	0.005441299322554902
A0A1B0GTU4	A0A1B0GTU4_HUMAN	PXN	Paxillin 	blue	-0.34813296147810746	0.00290342106087426
P62266	RS23_HUMAN	RPS23	40S ribosomal protein S23 	blue	-0.45456972663653694	0.00800415698981424
P82979	SARNP_HUMAN	SARNP	SAP domain-containing ribonucleoprotein 	blue	-0.3431488410220105	0.0016502603135332018
Q9Y6M9	NDUB9_HUMAN	NDUFB9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 	blue	-0.552463823414385	0.018256282260112746
Q9H9H4	VP37B_HUMAN	VPS37B	Vacuolar protein sorting-associated protein 37B 	blue	-0.24971722071501645	0.01366593785387328
Q86Y82	STX12_HUMAN	STX12	Syntaxin-12 	blue	-0.40569884069884843	0.0010434897746761337
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2 	blue	-0.38839482926708513	0.013084270281671351
Q9NPF0	CD320_HUMAN	CD320	CD320 antigen 	blue	-0.6268369195612653	0.0006500849486598074
Q9H490	PIGU_HUMAN	PIGU	Phosphatidylinositol glycan anchor biosynthesis class U protein 	red	0.41336550523304894	0.04837194788096533
B8ZZA8	B8ZZA8_HUMAN	GLS	Glutaminase 	blue	-0.35009009613833975	0.0010935981673916352
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 	blue	-0.8927490553616533	0.0022866045550462783
P62280	RS11_HUMAN	RPS11	40S ribosomal protein S11 	green	-0.1953005688554299	0.03373971932896885
Q9NVS9	PNPO_HUMAN	PNPO	Pyridoxine-5'-phosphate oxidase 	blue	-0.437394211146124	0.0051554824368150115
Q9UN37	VPS4A_HUMAN	VPS4A	Vacuolar protein sorting-associated protein 4A 	blue	-0.33494382476003537	0.016043406309488983
P48163	MAOX_HUMAN	ME1	NADP-dependent malic enzyme 	blue	-1.3367956222786397	0.009992153970575682
A0A5F9YFS9	A0A5F9YFS9_HUMAN	SPCS1	Microsomal signal peptidase 12 kDa subunit 	blue	-0.6815222867112194	0.003752951197541107
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin 	blue	-0.4018914996268723	0.009090480101069678
Q15464	SHB_HUMAN	SHB	SH2 domain-containing adapter protein B 	blue	-0.4718256885504797	0.014255671177650453
O60239	3BP5_HUMAN	SH3BP5	SH3 domain-binding protein 5 	blue	-0.21268788295986063	0.00503127332627363
Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase 	blue	-0.37066480001866076	0.0009376922668429847
Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2 	blue	-0.6583067549909174	0.02473682042799301
P84090	ERH_HUMAN	ERH	Enhancer of rudimentary homolog 	blue	-0.28104589778711464	0.0013763166757048808
C9J6P4	C9J6P4_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1 	blue	-0.5538371548681251	0.010152105081168384
Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5 	blue	-0.43020908922393986	0.010178372242343239
P62906	RL10A_HUMAN	RPL10A	60S ribosomal protein L10a 	blue	-0.35528958185070536	0.003986281833956304
Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5 	blue	-0.5147719548716534	0.0030190234834810794
Q99614	TTC1_HUMAN	TTC1	Tetratricopeptide repeat protein 1 	blue	-0.6509977577620223	0.0006569427910628528
Q9Y6G9	DC1L1_HUMAN	DYNC1LI1	Cytoplasmic dynein 1 light intermediate chain 1 	blue	-0.2280460676523557	0.02996792559127938
Q96EY5	MB12A_HUMAN	MVB12A	Multivesicular body subunit 12A 	blue	-0.44219315824125793	0.014239113240087984
A0A7P0Z455	A0A7P0Z455_HUMAN	DNAH5	Dynein axonemal heavy chain 5 	red	0.3260084356932502	0.037415768710586314
P14209	CD99_HUMAN	CD99	CD99 antigen 	blue	-0.49729470994438607	0.014670414311952006
P49189	AL9A1_HUMAN	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase 	blue	-0.27072435838508113	0.0008086469716674647
P62244	RS15A_HUMAN	RPS15A	40S ribosomal protein S15a 	blue	-0.5170609663176187	0.0003387219906725805
Q5BJH2	TM128_HUMAN	TMEM128	Transmembrane protein 128 	red	0.584131345084133	0.0016351204657719654
O94907	DKK1_HUMAN	DKK1	Dickkopf-related protein 1 	red	0.8314780700367965	0.0003829280085826949
Q96TC7	RMD3_HUMAN	RMDN3	Regulator of microtubule dynamics protein 3 	blue	-0.38313283471155124	0.01656552503796201
Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6 	blue	-0.417903943642532	0.048187315928419336
P60604	UB2G2_HUMAN	UBE2G2	Ubiquitin-conjugating enzyme E2 G2 	blue	-1.2510396754588662	0.044484042786297896
P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein 	blue	-0.39681422717633197	0.00011363991283934391
Q13206	DDX10_HUMAN	DDX10	Probable ATP-dependent RNA helicase DDX10 	blue	-0.4894218918697337	0.019711586404312406
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS 	blue	-0.7268899877521804	0.013084270281671351
P84095	RHOG_HUMAN	RHOG	Rho-related GTP-binding protein RhoG 	blue	-0.28368397317052363	0.0007725791205560152
Q15796	SMAD2_HUMAN	SMAD2	Mothers against decapentaplegic homolog 2 	blue	-0.5425370048913596	0.002838638165274619
Q9UMS0	NFU1_HUMAN	NFU1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial 	blue	-0.236966401921876	0.002137961313440329
J3QQ67	J3QQ67_HUMAN	RPL18	60S ribosomal protein L18 (Fragment) 	green	-0.10728573950833109	0.04381848399064793
Q7L523	RRAGA_HUMAN	RRAGA	Ras-related GTP-binding protein A 	blue	-0.6783723825209496	0.0003387219906725805
Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial 	blue	-0.32557775987671356	0.0009438421533838364
Q9Y2S6	TMA7_HUMAN	TMA7	Translation machinery-associated protein 7 	blue	-0.8787786352384828	0.00018665638680096045
Q9H9J2	RM44_HUMAN	MRPL44	39S ribosomal protein L44, mitochondrial 	blue	-0.4181251011070337	6.099446425073567e-05
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial 	blue	-0.5255072304400965	1.4636682576107435e-05
Q5VYS8	TUT7_HUMAN	TUT7	Terminal uridylyltransferase 7 	red	0.4567404685377987	0.0033479268253429335
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1 	blue	-0.27795982226883	0.00045830887992140033
Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2 	blue	-0.482956752725908	0.045682951802505777
P05026	AT1B1_HUMAN	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1 	blue	-0.38298056753914445	0.0017480152123629075
Q8N6M3	FITM2_HUMAN	FITM2	Acyl-coenzyme A diphosphatase FITM2 	red	1.1768088616321357	0.03534844214988145
P07602	SAP_HUMAN	PSAP	Prosaposin 	blue	-0.29490314534256257	0.007486778236827861
Q9Y281	COF2_HUMAN	CFL2	Cofilin-2 	blue	-0.3460388913260246	0.00483469860107384
Q9Y2L9	LRCH1_HUMAN	LRCH1	Leucine-rich repeat and calponin homology domain-containing protein 1 	blue	-0.2596505168874952	0.026457114929004755
Q93052	LPP_HUMAN	LPP	Lipoma-preferred partner 	blue	-0.7691523987386528	6.832790053851629e-05
Q86V21	AACS_HUMAN	AACS	Acetoacetyl-CoA synthetase 	blue	-0.6334220479114627	0.002310105026096945
P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33 	blue	-1.0899828319991833	0.0002593824153644358
Q5RI15	COX20_HUMAN	COX20	Cytochrome c oxidase assembly protein COX20, mitochondrial 	blue	-0.6124160940463348	0.0022593514734676025
Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease 	blue	-0.24226454922417062	0.015642508795147246
Q9BVK6	TMED9_HUMAN	TMED9	Transmembrane emp24 domain-containing protein 9 	blue	-0.36827581538344845	0.006457267286989786
Q16762	THTR_HUMAN	TST	Thiosulfate sulfurtransferase 	blue	-0.6050254700695668	0.004123471062819814
O95671	ASML_HUMAN	ASMTL	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein 	green	-0.16353431606418667	0.033722871553724616
P20962	PTMS_HUMAN	PTMS	Parathymosin 	blue	-0.5316370954671044	0.00016760469491475428
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1 	blue	-0.4305126424543104	0.0033400045926634107
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial 	blue	-0.5484310302420052	0.0025314196398080603
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B 	blue	-0.3145474237708541	0.007103897701522502
Q9Y2U8	MAN1_HUMAN	LEMD3	Inner nuclear membrane protein Man1 	blue	-0.3927988030651264	0.023436996028761696
Q9Y3E1	HDGR3_HUMAN	HDGFL3	Hepatoma-derived growth factor-related protein 3 	blue	-0.5310877238473193	0.003858332573923852
Q03135	CAV1_HUMAN	CAV1	Caveolin-1 	blue	-0.21537717858954153	0.010549737771198425
A0A0A0MTP2	A0A0A0MTP2_HUMAN	PPFIBP1	Liprin-beta-1 	blue	-1.0932074530850464	0.023251212955435748
P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12 	green	-0.12497668466413536	0.035487312312275844
Q9P2Q2	FRM4A_HUMAN	FRMD4A	FERM domain-containing protein 4A 	blue	-0.7394949048895931	0.006868804387876879
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial 	blue	-0.46019299808894587	0.0005600880698546808
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56 	orange	0.10347368464778661	0.025786312627181594
Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3 	blue	-0.8345968879438015	0.00013764306875063527
Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3 	blue	-0.3235268638657516	0.0008223180507552077
Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2 	blue	-0.5200626399035748	0.009759767596700811
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3 	blue	-0.5879417984481403	0.003669187483698276
P25942	TNR5_HUMAN	CD40	Tumor necrosis factor receptor superfamily member 5 	red	0.4224574087271957	0.027216117464172938
Q8ND71	GIMA8_HUMAN	GIMAP8	GTPase IMAP family member 8 	red	0.3108199331079078	0.014255671177650453
P55899	FCGRN_HUMAN	FCGRT	IgG receptor FcRn large subunit p51 	blue	-0.3691324860128802	0.018478923584291703
E9PP21	E9PP21_HUMAN	CSRP1	Cysteine and glycine-rich protein 1 	red	0.9471883427979844	0.023883528749526005
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog 	red	1.8691083795356747	0.007626559958747237
P49755	TMEDA_HUMAN	TMED10	Transmembrane emp24 domain-containing protein 10 	blue	-0.6512301997625283	0.007361613088683772
P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta 	blue	-0.45936964469566277	0.000619423832025311
Q00765	REEP5_HUMAN	REEP5	Receptor expression-enhancing protein 5 	blue	-0.49804191460360947	0.0013763166757048808
Q96AB3	ISOC2_HUMAN	ISOC2	Isochorismatase domain-containing protein 2 	blue	-0.5165652495073392	0.00029371757632116536
P46976	GLYG_HUMAN	GYG1	Glycogenin-1 	blue	-1.2478782547672758	0.00228565055542295
P21810	PGS1_HUMAN	BGN	Biglycan 	blue	-0.2990734357861129	0.027855633468234567
Q9UNM6	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13 	blue	-0.24020942772401455	0.02224316757146436
O00501	CLD5_HUMAN	CLDN5	Claudin-5 	blue	-0.22076454286907676	0.03552055891490899
P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1 	blue	-0.31239739138113976	0.020622569013102488
Q9NUJ1	ABHDA_HUMAN	ABHD10	Palmitoyl-protein thioesterase ABHD10, mitochondrial 	blue	-0.34748230523323187	0.0003829280085826949
P50213	IDH3A_HUMAN	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial 	green	-0.1330663551670579	0.024654383374119338
Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1 	blue	-0.34475755964861676	0.007615386934408756
Q9Y4D7	PLXD1_HUMAN	PLXND1	Plexin-D1 	blue	-0.38519896060378755	0.0009376922668429847
Q9UJ72	ANX10_HUMAN	ANXA10	Annexin A10 	blue	-0.6300739715674784	0.0017178078499583182
Q9NP77	SSU72_HUMAN	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 	red	0.7304051168145289	0.02205001673399687
P10109	ADX_HUMAN	FDX1	Adrenodoxin, mitochondrial 	blue	-0.5797777170201126	0.0008086469716674647
Q8IV48	ERI1_HUMAN	ERI1	3'-5' exoribonuclease 1 	red	1.9723500555746565	0.03724441011096853
Q96A65	EXOC4_HUMAN	EXOC4	Exocyst complex component 4 	green	-0.10568010136448436	0.029472651736724968
Q13371	PHLP_HUMAN	PDCL	Phosducin-like protein 	blue	-0.3267753881209359	0.022097710636797486
Q8NCC3	PAG15_HUMAN	PLA2G15	Phospholipase A2 group XV 	blue	-1.0933095998412128	0.0011133868776758734
H3BV68	H3BV68_HUMAN	VPS35L	VPS35 endosomal protein-sorting factor-like 	red	0.39372198898305477	0.01966960792728517
Q8WW59	SPRY4_HUMAN	SPRYD4	SPRY domain-containing protein 4 	blue	-0.2193223994209479	0.03377347234474526
P38570	ITAE_HUMAN	ITGAE	Integrin alpha-E 	blue	-0.8024000424070525	0.0005503623856428569
Q9Y3C1	NOP16_HUMAN	NOP16	Nucleolar protein 16 	blue	-0.6828380958318991	0.0050615453977212
P63220	RS21_HUMAN	RPS21	40S ribosomal protein S21 	blue	-1.0042438151278699	0.000993167120957155
H0YMT9	H0YMT9_HUMAN	ANXA2	Annexin (Fragment) 	red	0.8455705524436379	0.006730604857609204
K7ELL7	K7ELL7_HUMAN	PRKCSH	Glucosidase 2 subunit beta 	blue	-0.5202771784221092	0.0025675897380870233
Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29 	blue	-0.4218604517850846	0.002147587964879865
P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit 	blue	-0.5120462226176912	6.541888825575498e-05
P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13 	green	-0.18029369309153687	0.030433911166744453
Q92851	CASPA_HUMAN	CASP10	Caspase-10 	blue	-0.5197416662174827	0.04656845801204279
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial 	blue	-0.9712890619932786	0.005068087019088386
Q86YP4	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha 	blue	-0.26093552426941	0.017801410530270543
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit 	blue	-0.5074687444717387	0.00031536174514591687
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2 	red	0.6037861361748149	0.0157538995813803
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial 	green	-0.16726018615414517	0.014537949531088196
P78527	PRKDC_HUMAN	PRKDC	DNA-dependent protein kinase catalytic subunit 	blue	-0.20740290203535316	0.024369917000858676
Q9NVI7	ATD3A_HUMAN	ATAD3A	ATPase family AAA domain-containing protein 3A 	blue	-0.5427905652483975	0.008765149693618877
Q9NT62	ATG3_HUMAN	ATG3	Ubiquitin-like-conjugating enzyme ATG3 	blue	-0.3889074097827603	0.0163450875989325
E2QRB9	E2QRB9_HUMAN	TXNRD1	Thioredoxin-disulfide reductase 	blue	-0.4842606485109311	0.004648854155029182
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9 	blue	-0.44373406395165915	0.03996299689909628
D3YTG3	D3YTG3_HUMAN	ABI3BP	Target of Nesh-SH3 	blue	-0.581460681904046	0.012455006049551182
Q9Y5S9	RBM8A_HUMAN	RBM8A	RNA-binding protein 8A 	red	0.6627367559223707	0.018993850145184385
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1 	blue	-0.24761756989531847	0.027348489742775
Q9NPJ3	ACO13_HUMAN	ACOT13	Acyl-coenzyme A thioesterase 13 	blue	-0.26278177898236876	0.03323866372738325
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic 	blue	-0.49943165231684716	0.042702282564818735
Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0 	blue	-0.25824148832556837	4.9919333715764455e-05
Q13873	BMPR2_HUMAN	BMPR2	Bone morphogenetic protein receptor type-2 	red	1.2687448980705103	0.0009334569814837676
